authid,name,orcid
36668332800,Bell E.,
36668519000,Dong X.,
36669049300,Lowe W.,
36671103300,de Sousa L.,0000-0002-6668-7138
36674505900,Casper J.,
36674515300,Böhm R.,
36675163800,Leemann L.,0000-0001-5201-869X
36676605900,Spilker G.,
36676978500,Bye H.H.,
36678736800,Adida C.L.,0000-0002-3493-5539
36678893700,Milazzo C.,0000-0002-0273-7327
36679479800,Zhang Q.,
36679729500,De Keere K.,0000-0002-1164-7227
36679761900,Chan M.,
36680052400,Fernández-Cornejo J.A.,0000-0001-6554-9713
36680225400,Ma Z.,0000-0002-9103-3996
36680634300,Porticella N.A.,0000-0002-1763-2472
36681807300,Alessandro M.,
36683563300,Yang H.,0000-0002-3280-7584
36683750600,Whitefoot K.S.,
36684065100,Jakobsen M.,
36695778500,Antoine-Lavigne D.,
36695937400,Comsa M.,
36697044300,Poletti A.,
36697324300,van der Laan L.N.,0000-0003-4307-0888
36698762200,Arcaya M.,
36700967500,Capistrano D.,
36701424300,Iqbal M.Z.,0000-0002-9936-1222
36702451200,Bizzego A.,0000-0002-1586-8350
36702606700,Brean A.,
36702721300,Dillon A.,
36703136600,Rasmussen C.D.N.,0000-0002-1769-717X
36705026800,Mou Y.,
36705287800,Shortle A.F.,
36706059900,Fujimoto M.,0000-0002-6171-5697
36706564400,Ortega D.L.,
36707086900,Beaulieu E.,
36707570600,Fleig-Palmer M.M.,0009-0003-4490-2890
36707722800,Hsieh C.W.,0000-0003-1775-4709
36707859300,Kirkland J.H.,0000-0002-5837-3606
36708511500,Rinaldo S.B.,
36709574100,Drakulich K.,0000-0002-8555-8112
36709869300,Hanson P.C.,0009-0007-0220-8314
36710399500,Nelson K.,
36710941000,Voget J.,0000-0001-5696-2354
36711180100,Benegal S.,
36711323700,Campbell S.P.,
36711511800,Collewet M.,0000-0002-8289-847X
36712839300,Wohlfarth P.C.,
36712962600,Arel-Bundock V.,
36713939500,Musgrave P.,0000-0002-8984-4992
36713956600,Nistotskaya M.,0000-0002-7747-7662
36714190500,Rowen J.,
36714575500,Sumanth J.J.,
36714648600,Taylor M.,
36715514900,Venger O.,
36715725900,van Meeteren M.,0000-0002-8192-5966
36715802200,Drupp M.A.,0000-0001-8981-0496
36715936400,Cunningham K.G.,
36715974900,Bédard A.,
36716642100,Maer Matei M.M.,
36717478000,Cipresso P.,0000-0002-0662-7678
36718694000,Schröder T.,
36720010000,Borry E.L.,0000-0001-5346-2426
36720294600,Conzo P.,
36720564800,Gries P.,
36721932200,Oliveros V.,0000-0002-8335-1628
36726325600,Mitchell S.,
36727406700,Enns P.K.,
36728081600,Banai I.P.,
36728266100,Sánchez F.L.,
36730309000,Wojcik S.M.,
36730392100,FitzGerald D.S.,0000-0002-1461-4324
36739234700,James A.,0009-0007-5773-8275
36740486900,Winther H.A.,
36742353700,Wagner K.M.,
36760629400,de Barra M.,
36761093500,Hill E.M.,
36761144000,Mosleh M.,0000-0001-7313-5035
36769182800,Schechter-Perkins E.M.,0000-0003-1798-9663
36771469800,Sudo N.,0000-0003-3589-9418
36773291300,Koos S.,0000-0001-6739-1649
36775562800,Robbins B.,0000-0002-6609-0964
36775609700,Tremblay-Boire J.,0000-0002-2163-7719
36777292000,Zucco C.,0000-0001-8263-9585
36781985200,Egerton-Warburton D.,0000-0003-0262-1305
36781985800,Gaur S.S.,
36783235700,van Vuuren D.,0000-0002-9972-1873
36785074200,Myers E.,
36785356700,Searle R.,
36794403700,Moyer L.P.,0000-0002-5802-801X
36794497900,Whiting S.W.,0000-0002-2680-0618
36795300400,Kelly Garrett R.,
36798786000,Steiger P.,
36799919600,Butcher K.,
36801150800,Dai T.,
36802391100,Otjes S.,0000-0002-8928-7591
36802413000,Rui H.,
36804950200,Ambrus A.,
36806491400,Márquez L.,
36806655900,Maggi E.,0000-0002-0091-3817
36806702100,Park M.,
36807796300,Melchers K.G.,0000-0003-4211-6450
36809206400,Blomberg O.,
36809404400,Hardyns W.,0000-0002-7677-5094
36810659900,Slabbinck H.,0000-0003-0589-2952
36811294300,Zhu X.,0000-0002-8446-1183
36811774500,Roessler P.,
36816083000,McDermott R.C.,
36816343900,Rinfret S.,
36818424000,Pin P.,0000-0001-9907-4947
36833212000,You Q.Y.,
36839513600,Cattaneo M.A.,
36841084400,Carroll G.R.,
36842809500,Cranage D.A.,
36843741400,Cornacchione Ross J.,0000-0001-5173-3130
36844042700,Feinberg M.,
36844405000,Olivos-Jara P.,
36848219400,Cen Y.,
36856034400,West M.R.,
36859299800,Choe Y.J.,
36862836100,Hiom S.,
36864045000,Kamble S.S.,0000-0003-4922-8172
36866014700,Fitzgerald J.,
36866089400,Bishop L.,0000-0002-4979-4222
36871522500,Chipp K.,0000-0001-6117-4408
36871585500,Fessler P.,
36872708100,Krause R.M.,0000-0003-1490-1996
36873503000,Tims M.,
36873567600,Ewers M.,
36876293700,Benz J.,
36877209600,Zhang N.,
36892477700,Weber C.,
36892828300,Corbacho A.,
36894427500,Benk S.,
36894555200,Budak T.,0000-0003-0062-2734
36903627300,Krejci C.C.,0000-0003-0696-1884
36906845600,Moehring T.,
36907845700,Ryo E.,
36908952400,Hunger J.M.,
36917915100,Biener C.,0000-0002-5693-0894
36919650800,Zubaryeva A.,
36919720500,Zigerell L.J.,0000-0003-4262-8405
36922206300,Johansson T.,
36923172700,Brooke S.,0000-0001-9646-5045
36924515400,Callahan M.P.,
36926665900,Wiltse D.L.,0000-0002-6928-4246
36930376600,Jacobson R.P.,0000-0002-4605-4309
36930657700,Lupina-Wegener A.,0000-0002-3273-3909
36931126000,Sirin C.V.,
36931141900,Sakurai Y.,0000-0001-6389-0117
36931873600,Vally Z.,0000-0002-0083-6006
36932841400,Mahé E.,0000-0001-5780-1827
36933167500,Singer D.A.,
36934183300,Spiegel A.N.,
36941541500,Vergani M.,
36946350100,Su J.,
36946843000,Xu D.,
36951441200,Brosi P.,
36952738100,Hackethal A.,0000-0003-3665-4586
36953349200,Lugtig P.,0000-0001-8548-6828
36955475700,Kutschar P.,0000-0002-2029-2552
36955501300,Negyesi M.,0000-0001-8495-1820
36956249600,Traxler C.,
36957981000,Sekaran N.K.,
36960013400,Rubinson E.,0000-0003-3012-703X
36961260100,Melas C.,
36965220600,Özalp Türetgen İ.,0000-0001-8057-2284
36966955300,Goligher E.C.,
36967900700,Christensen H.S.,0000-0003-2916-0561
36971197300,Scheuerman H.L.,0000-0002-2376-3209
36975691100,Keller T.,
36975996100,Rickard L.N.,
36979019800,Echevarría-Cuenca J.,
36983369600,Minozzi W.,0000-0001-9147-1788
36986728400,Liu A.H.,0000-0001-5380-2849
36986879500,Benjamin A.,
36987217800,Neundorf A.,
36989692700,Warner B.R.,
36989752200,Schill D.,
36989951600,Singh S.P.,0000-0003-3263-5281
36990051300,Liscow Z.,
36990174700,Irwin A.,
36990336600,McKenny A.F.,0000-0003-0146-001X
36990465800,Spekkink W.,0000-0002-2773-4878
36990560800,Zachary M.A.,
36990589800,Opree S.J.,
36992198000,Hillen M.A.,0000-0001-5724-7934
36992463600,Tilcsik A.,
36992697400,Witsø A.E.,
36994503500,Hassell H.J.G.,
36995087500,Zednik A.,
36995321900,Cimino A.N.,
36996962400,Bottan N.,
36997372700,Perez-Truglia R.,
36997859200,Berge L.I.O.,
36998347400,Eaton A.A.,0000-0002-5954-0541
36998357400,Gökdemir Ö.,0000-0003-1578-6053
36998573500,Dibao-Dina C.,
36999889000,Ding C.,
37003214300,Shino E.,0000-0003-1941-8012
37005325200,Brenner P.S.,0000-0002-8848-1114
37006174600,Van Hoof S.,
37007518900,Howe P.D.,0000-0002-1555-3746
37008260700,Hjortdahl M.,
37009637100,Bateman P.J.,0000-0002-6210-736X
37009767700,Nivette A.E.,0000-0003-0597-3648
37010743000,Buckley D.T.,
37011289300,Hansen P.G.,0000-0002-0042-0852
37011634400,Quan Q.,
37012571800,Ash K.,0000-0001-9248-904X
37013040500,Dyaram L.,
37013117800,Epstein D.,
37013269600,Carlson D.,
37014229300,Zafar B.,
37014699400,Nordal S.,
37017316900,Nowlin M.C.,0000-0002-0513-3756
37017410700,Nagayoshi K.,
37017572400,Kyegombe N.,
37018362000,Li X.,
37021959200,van Vliet L.M.,
37023142600,Dokshin F.A.,0000-0002-8841-4755
37023201100,Mocanu C.,
37023286500,Lavery L.,
37025995200,Hardonk S.,
37028104000,Crnčan A.,
37028156900,Aimone J.,
37028169400,Bol T.,
37028474800,Larson S.B.,
37029220800,Waldherr A.,0000-0001-7488-9138
37029396300,Smith M.A.,
37031775000,Raile E.D.,0000-0002-4860-2081
37032823500,Farr S.,
37034097200,Hewit M.,
37034278900,Kim S.C.,0000-0002-9622-3035
37036384300,Zhou Y.,0000-0002-6376-3430
37039180300,Holmqvist J.,
37039219300,Densley J.A.,
37039337600,Decramer A.,0000-0002-8480-7535
37039509800,Kendall-Taylor A.,
37039829000,Lerman A.E.,0000-0002-5577-5909
37041884500,Udagawa D.,
37044631800,Chan G.,0000-0002-1257-6889
37046709100,Beaman L.,
37049093900,Kimber M.,
37049349800,Plouffe M.,
37049453500,Theocharis Y.,
37050644600,Destradi S.,0000-0001-7509-9349
37053396200,Azrout R.,
37054096300,Medhin H.,
37054769200,Stangl B.,0000-0001-5102-326X
37056298500,MacFarlane A.,
37056406300,Serra-Garcia M.,0000-0002-5875-4986
37056723700,Trinkle B.S.,
37056749000,Somsen H.,
37060543100,Diop A.,
37062054300,Vock M.,0000-0001-7472-0519
37062135000,vanHeerde-Hudson J.,
37062194500,Steele L.G.,0000-0002-5875-9162
37063481000,Kurisu K.,0000-0001-5441-3669
37063497400,Mullinix K.J.,0000-0001-7922-8822
37063607900,Schofield T.,
37063825200,Ripberger J.,0000-0003-0343-8262
37064318300,Filindra A.,0000-0003-4539-240X
37065061400,Reeves A.,
37065230200,Wagner M.,
37066494400,Stelnicki N.,
37069707300,Schwartzstein J.,
37073223500,Salomonsen H.H.,0000-0002-2002-6801
37073386000,Steen T.,
37073844300,Zanello G.,
37074072300,Bass B.,
37074743700,Jurado I.,0000-0003-2439-3817
37074809200,Kjellsson G.,
37075253800,Madathil K.C.,0000-0001-8938-9793
37075869600,Sponarski C.C.,0000-0001-6274-4433
37077780000,Ngo F.T.,
37078021700,Sauceda J.A.,0000-0003-1975-3080
37078313700,Sulmont D.,0000-0001-6088-8863
37081145800,Lehmann V.,
37081184900,Kasahara Y.,0000-0002-2577-5588
37081613200,Lotta G.S.,
37082057600,Tokar T.,0000-0003-0884-0277
37082469500,Williams B.D.,
37087556400,Sherrill A.M.,0000-0002-7743-745X
37088078900,Abeele M.V.,
37088171000,Antonioni A.,
37089594600,Shen B.,
37089862600,Wright M.,
37094013500,Sarda V.,
37095868400,Sirota M.,0000-0003-2117-9532
37096584500,Brown T.L.,
37096619100,Baillon A.,0000-0002-0169-9760
37097588300,Martinez L.,
37099720900,Debeij J.,
37100659700,Warburton E.,
37100903400,Bray L.,
37101137000,Byrne C.,0000-0003-2390-7126
37103936600,Hidrobo M.,
37108227300,Lee S.,
37110878000,Lee R.,
37111048400,Holmes M.,
37111243700,Schreck P.,0000-0002-5173-1933
37111414000,Park H.D.,
37112748400,Linvill D.,0009-0008-8475-9001
37112827600,Pinto V.S.,
37114104200,Ebben R.H.A.,
37115007600,You J.i.,
37115156100,Biberman Y.,0000-0003-1785-0266
37115359600,Curry J.M.,0000-0002-1966-1410
37115743500,Meidert U.,
37115938500,Stangej O.,
37117645900,Regan C.,
37118707200,Ganz O.,
37119090600,Lin C.Y.,0000-0002-8504-7208
37120646000,Lesinska M.,
37120915600,Szech N.,
37125751300,Xu J.,
37361664500,Sobral F.,0000-0002-8621-2738
37461895000,Pearl R.L.,
37462394000,Votruba A.M.,0000-0001-7836-2042
37561252100,Garzia D.,
37661887100,Mitas O.,
37665824800,Qin X.,0000-0001-8365-0217
37665865900,Scervini F.,
37666528000,Zheng X.,
37761252000,Groves P.S.,
37761975600,Piopiunik M.,
38060954100,Cacciatore M.A.,0000-0001-8357-4621
38061112100,Bachl M.,0000-0001-5852-4948
38061940400,Pickett J.T.,0000-0002-8519-2659
38062157400,Stadtmüller S.,0000-0002-2369-002X
38261771700,Spry E.P.,
38361507500,Kuhn I.,
38361792900,Izatt H.J.,
38362266700,Schiener J.,
38362399100,Tang W.,
38362598900,Yan M.,
38562153500,Rizzi F.,
38660898600,Chilton A.,
38661838000,Smit A.J.,
38761314000,Dunn K.,0000-0002-2156-6930
38861007100,Aarøe L.,0000-0003-4551-3750
38861041900,Alexander A.,
38862262600,Marquardt K.L.,0000-0003-2043-5880
38862579300,Noy S.,
38863175800,Vergolini L.,
38863177900,Turan B.,0000-0002-5614-8587
38961922400,Scartascini C.,
38961992900,Ruben M.A.,0000-0001-8918-8932
39061004400,Balietti S.,0000-0002-6056-6765
39062098800,Schaarschmidt M.,0000-0003-3594-0687
39161196600,Friedman S.,
39161508900,Lafleur J.M.,0000-0002-8954-5167
39162084900,Schultz C.,
39261452300,Granic G.D.,
39261881200,Magadán-Díaz M.,
39262066000,Maughan B.C.,0000-0002-5216-4707
39262527700,Trinkner R.,0000-0001-7065-4147
39361114700,Cummings J.A.,
39361259200,Górecki M.A.,
39660914100,Andersson D.,
39761350200,Dilliplane S.,
39761668700,Kalad Y.G.,
39763089100,Turner L.J.,
39861207100,Hart P.S.,
39862289400,Regan A.,0000-0001-7558-730X
39863382700,Melstrom R.T.,
39960922900,Bouché V.,
39961047700,Aronow P.M.,
39961850300,Liang S.,
40361584300,Tran V.T.,
40461630300,Intravia J.,
40462022800,Mertins V.,0000-0002-2843-7381
40661041100,Cohn L.P.,0000-0001-7815-1608
40761401600,Houston L.,0000-0002-3819-3683
41260973300,Collins S.,0000-0001-9008-1614
41262010800,Ongena G.,
41262584000,Shoss M.,
41361922500,Truex R.,
41461013400,Chartan C.,
41461060900,Blom A.,
41461722500,Sekar N.,
41561098900,Bustreo S.,
41662480200,Valenzuela A.A.,0000-0002-6186-2195
41761227400,Gainforth H.L.,0000-0002-3281-1110
41761342800,Ebneter D.S.,
41761497400,Harrison K.L.,
41762055600,Kuss D.J.,0000-0001-8917-782X
41762893600,Verdery A.M.,
41861260000,Davidson A.S.,
41861390200,Giumelli F.,0000-0002-5101-7254
41862203600,Park J.H.,0000-0002-4598-3456
41960896300,Bygnes S.,
41960963500,Fitzgerald M.P.,
41961618700,Snyder K.E.,0000-0003-2563-9452
41961835900,Viglia G.,
42062533700,Tierney D.,
42161732500,Li X.,
42161868700,Oksanen A.,0000-0003-4143-5580
42261333100,Falcó-Gimeno A.,0000-0003-4949-0760
42262977500,Spears D.,
42461379700,Hickey R.,
42462016000,Moreno A.T.,0000-0001-9003-4367
42561010500,Adelman L.,
42661257200,Ferrara E.,0000-0002-1942-2831
42661708700,Leader A.,0000-0003-2245-345X
42661730000,Li J.,0000-0002-8590-9736
42662005400,Powell E.,
42761238500,Doberstein C.,
42761588700,Lallemand C.,
42861475800,Hildebrandt T.,0000-0003-2970-8638
42861575700,Gürdal M.Y.,
42961976100,Lambrecht I.,
42962276400,Shim S.I.,
43061135300,Havekes E.,
43061635800,Vlayen A.,
43261748700,Pons V.,
43360998200,Boenigk S.,0000-0002-5214-2452
43361942100,Wahman M.,0000-0002-7334-5793
43461954700,Zheng X.,0000-0002-3854-8974
43462003900,Wong E.L.Y.,
43561435400,Park S.,0000-0001-5330-3599
43561812300,Pouwelse M.,
43661056500,Beutler F.,
43861224800,Göttsche M.,
43960920900,Chen Y.,
43961188000,Kolkowska E.,0000-0002-5270-1517
44060922400,Dai J.,0000-0003-1715-2409
44061477300,Husser J.,
44061765700,Rapeli L.,
44261460400,Isidor R.,0000-0002-9717-0561
44261704300,Schneider S.H.,
44561336400,Lund T.B.,0000-0001-5282-1562
44561625100,Shin I.G.,0000-0002-4355-9838
44561773300,Zottoli T.M.,0000-0002-3197-935X
44661484300,Parisien R.,
44761005900,Gerards M.,0000-0003-1034-4141
44761057500,Bozoyan C.,0000-0003-0205-6924
44861333400,Kotila O.A.,
44861673900,Perkhounkova Y.,
44961036000,Fix M.,
44961583700,Thuesen F.,
45161279000,Guinjoan M.,0000-0002-0098-3487
45161441100,Hashimoto T.,
45161500000,Lavezzolo S.,0000-0002-4570-1738
45261375900,Liu Y.,0000-0002-2390-1077
45561420300,Pokropek A.,0000-0002-5899-2917
45561567100,Mercea D.,0000-0003-3762-2404
45561746200,Rolison J.J.,
45861042900,Cho J.,0000-0002-7217-9877
45861752700,Vento I.,0000-0001-6043-8627
45961258700,Lan J.,
46062103900,Kareemi H.,
46062434700,Reynolds K.,
46260927600,Arendt F.,
46461551600,Labrie N.H.M.,
46461791500,Sabarwal S.,0000-0003-4711-3507
46760977100,Caille A.,
46861455400,Mechtel M.,
46961449800,Viganò E.,0000-0002-5764-9113
47060979800,Doerrenberg P.,
47061033600,Barlow J.B.,
47061248900,Kramon E.,0000-0001-8299-4018
47061425100,Hardy B.,
47062211000,Sauer C.,
47062339300,Yee C.,
47062343100,Zhang S.,
47161445500,Sundström A.,0000-0002-2951-9303
47361532000,Thornton J.,0000-0002-7299-0651
47460930800,Bobbia X.,
47461445200,Maatouk I.,
47461482200,Kristić J.,0000-0003-4465-2900
47560950000,Chapman D.A.,
47561814000,Puig S.,
47661051100,Azize P.M.,
47762016100,Kline R.,0000-0003-1874-4975
47861301500,Mishra P.,
48261049300,Gollwitzer S.,0000-0002-6430-7947
48261477100,Van Loo E.J.,
48360945100,Arrhenius G.,
48461091600,Andorfer V.,
48661638200,Touchton M.,0000-0001-7645-1391
48661671500,Brown R.T.,0000-0001-7483-4137
48761074100,Ceron A.,0000-0002-6686-5969
48761856000,Mukherjee I.,0000-0002-1889-858X
48861982800,Tjostheim I.,
48862244000,Wen J.,
49361572300,Giardina T.,
49362345000,Wals S.C.,
49461696200,Nam J.,
49461925400,Stein J.S.,0000-0001-5251-3447
49561019400,Burkhardt B.C.,
49561366900,Levin D.H.,0000-0001-7209-9810
49662107500,Perko T.,0000-0001-8405-6631
49663830200,Marvel J.D.,
49664165500,Sarge M.A.,
49861923700,Schachter A.,0000-0002-7404-4140
49862896400,Cranmer M.,
49863039000,de Vries G.,0000-0002-9486-7347
49864052400,Luo J.,
49864054900,Manatschal A.,0000-0003-3042-5264
49864346000,Mulder R.,
49864503500,Singla D.R.,
49864538600,Solomon B.C.,0000-0002-0462-7535
49961172200,de Ávila Gomide A.,
49961210900,Drasch K.,
49962027000,Mortimer G.,0000-0001-5805-0551
49962069500,Batista Pereira F.,
49963442500,Hellmann O.,
49964914600,Wonneberger A.,
50061267800,Gao F.,0000-0002-1240-9407
50061672800,Pennycook G.,0000-0003-1344-6143
50161319000,Delice M.A.,0000-0003-1539-392X
50261333100,Childress C.,0000-0003-3213-6992
50262750800,Przepiorka W.,
50263145000,Schumacher G.,0000-0002-6503-4514
50263467400,Thess S.,
50360900100,Cook L.A.,
50362320200,Woodman R.,
50461303300,Erkkilä T.,0000-0001-5194-005X
50461765700,Landrum A.R.,
50461855200,Lesic V.,
50462189600,Onderco M.,
50462493400,Spaans A.,
50562117000,Tam T.,0000-0001-5687-3984
50661693200,Luo Q.,
50861069700,Arnesen S.,0000-0002-2825-0664
50961149000,Farag A.,
51061072000,El Benni N.,0000-0002-3379-2425
51160973300,Cui C.,
51563421900,Dietz M.,
51565928200,Warren P.,0000-0003-3886-8924
51665092800,Jia J.,
51665807900,Stokes J.,
51665996800,Ren S.,0000-0002-8768-8447
51763947300,Lazazzara A.,
51864163400,Moroni G.F.,0000-0003-4238-6813
51864433200,Seara-Cardoso A.,
51864553000,Otto L.P.,0000-0002-4374-6924
51964515100,Palmer C.L.,0000-0002-8408-2749
52163787000,Heffernan M.E.,
52163921500,Lyons D.,
52164077100,Liu A.,0000-0003-4709-6495
52264297700,O'Connor C.,
52264679300,Sandner K.,0009-0005-9176-9775
52363298300,Aven B.,0000-0001-7086-5876
52363642400,Crawford F.W.,
52363685500,Dippong J.,
52364581400,Pityn M.,
52364885600,Stegmueller D.,
52365211500,Zheng R.,
52563582500,Hecker T.,
52564604400,Vandenbosch L.,0000-0001-6834-8386
52663828200,Kassow B.J.,0000-0001-8769-0259
52664087600,Lyons J.,
52664737600,Vandenbroek L.,
52763857500,Tan H.,
52864337300,Ramirez E.G.R.,0000-0002-2214-2224
52864518700,Querubin P.,
53063102000,Blommaert L.,0000-0002-6881-8269
53064526600,Seubert L.,0000-0002-7302-6303
53163082300,Boichuk J.P.,
53163147200,Chattopadhyay J.,
53163722800,Gonzalez-Ocantos E.,
53164820400,Shi W.,
53165115200,Trevors G.J.,
53263605200,Gregory A.M.,
53264550200,Payne J.L.,0000-0002-3342-4550
53363699700,Impicciatore R.,0000-0003-3378-9733
53563090400,Antoniou G.,
53563773800,Habermann W.,
53664205600,Overstreet R.E.,
53664412900,Rueegg C.S.,
53664495100,Sairam N.,
53664537300,Shi Y.,0000-0002-5551-0652
53863297700,Carraresi L.,
53864105500,Schmitt A.,0000-0003-4901-7033
53865330900,Pattyn V.,
53865684000,Spaiser V.,0000-0002-5892-245X
53865934500,Yuen J.K.,
53866206500,Boukes M.,0000-0002-3377-6281
53867729700,Edgerly S.,
53868101600,Ilves M.,
53871002700,Bailey T.K.M.,
53871408000,El-Manstrly D.,
53875774100,Alderden M.,0000-0002-4604-4442
53876294400,Nalder K.L.,
53876908200,Beurskens C.J.P.,
53877022200,Desrosiers M.E.,0000-0003-4917-3300
53878141100,Marinello P.G.,
53878295100,Raviv O.C.,
53878475100,Shuls J.V.,
53879020600,Zhang Y.,
53879379100,Blumer Y.,
53879425100,Al-Shawaf L.,
53979372700,Blumberg I.,
53979399500,Bonfiglio D.,
53981937300,Menon S.,
53982966700,Li Y.,
53983153400,Powers R.M.,
53983589600,Carnahan D.,
53984682100,Lynch E.K.,
53985265200,Rostalski T.,
53985281500,Turcotte K.,0000-0002-7828-0706
53986348700,Hernández-Torrano D.,
53986602800,Nakagawa K.,
54082623100,Birenboim A.,
54082819300,Blaauw J.,
54279573600,Versteeg M.,
54379790800,Araujo T.,0000-0002-4633-9339
54380908100,Tovar É.,
54382912100,Boynton M.H.,
54383905800,Nielson L.,0000-0002-7520-5591
54384129300,Seki K.,
54384281100,Simpser A.,
54384928100,Alberti F.,
54385071100,Grimmelikhuijsen S.G.,0000-0002-1553-6065
54385709800,Pisor A.C.,
54387655800,Żerkowska-Balas M.,
54388162600,De Fine Licht J.,0000-0003-2102-8945
54388937800,Hino A.,
54392589200,Santos J.B.,
54397073100,Haberman C.P.,0000-0002-0901-3495
54399817500,Behlendorf B.,
54400307300,Saulnier A.,
54401182800,Leukfeldt E.R.,
54402038900,Willems J.,0000-0002-4439-3948
54404908700,Johnson S.M.,
54405379500,Bao X.,
54406344700,Zamfir A.M.,
54406821700,Dragojlovic N.,
54408007500,Berkovitz T.,
54408701500,Johnston A.,0000-0002-2344-3651
54409078600,Marr J.C.,
54409657500,Van Lanen J.L.,
54409758800,Wu T.J.,
54409938000,Van Der Linden S.,0000-0002-0269-1744
54411237200,Saheed M.O.,
54411275200,Sances M.W.,
54411458400,Wang X.,
54411873300,Chatfield S.,
54411993800,Cassese E.,
54413208500,Tolley E.,
54414047200,Chua B.Y.,
54414131100,Folke O.,
54415439000,Azar G.,0000-0001-8129-3092
54415764400,Hadad S.,
54416145500,Lopes B.,
54416305000,Schmidt E.,
54417137100,Fox R.,
54419726100,Davies E.J.,
54420137300,Keren A.,
54421072500,Scherr S.,
54421267000,Strijbis O.,0000-0001-9530-1380
54580583400,Bosma R.,
54581604100,Schroder H.S.,
54581643400,Strese S.,
54583069500,Basilicata C.,
54583673700,Jiang K.,
54584826300,Atuahene B.,
54585387600,Henry L.M.,
54585434000,Levien S.,
54586163500,Vehof H.,
54682359300,Setiawan R.P.,
54683647600,Dillon P.,0000-0002-3422-5473
54684903900,Rusu P.P.,
54685261800,Verhaeghe P.P.,0000-0003-2582-6506
54779725000,El-Ibiary R.,
54780047300,Kinsbergen S.,
54782603900,Galloway S.,
54784618500,Jabbar H.,0000-0002-5496-4863
54784637900,Jaworsky B.N.,0000-0002-0049-5627
54785521400,Utych S.M.,0000-0003-3419-4141
54786002800,Parikh R.B.,0000-0003-2692-6306
54787574500,Feng D.,
54787942200,Kim J.,0000-0002-1663-9306
54788597200,Wu Z.,
54789636600,Crandall E.,
54789733900,Gray J.,
54790755800,Brewer K.B.,0000-0002-6011-1437
54791081600,Ibrahim R.W.,
54793824500,Zhao J.,
54793874000,Yoo J.,0000-0002-6167-2842
54794023900,Fan Y.,0000-0001-9508-5411
54794529200,Uehara T.,0000-0001-6144-4527
54794840500,Brazier D.,
54795275100,Ketelhut C.,
54795433100,Huszár Á.,
54795630200,Mason D.,
54796180900,Yarnell C.J.,0000-0001-5657-9398
54879812600,Maguire T.,0000-0002-1050-6094
54880070900,Gueorguiev D.,
54880506800,Samuel R.,0000-0002-7598-197X
54880650000,Russo M.,0000-0002-0452-7673
54881333200,Gorges J.,0000-0002-5865-1266
54881904100,Bauer N.,
54881924600,Van Der Bles A.M.,0000-0002-7953-9425
54882119400,Hillis V.,
54882169700,Meanwell E.,
54882351700,Onyishi I.E.,
54883320000,Hicks R.P.,
54884280600,Hall S.R.,0000-0003-2071-7415
54884460300,Weintraub M.,
54886120900,Perry S.L.,
54886171200,Paquet M.,
54886252100,Andersson M.A.,
54889093600,Bankins S.,
54890280500,Rauh C.,0000-0001-9357-9506
54890321100,Montañés P.,
54890667000,Rooduijn M.,0000-0001-5880-4819
54890766600,Bover Manderski M.T.,0000-0003-0000-221X
54891705500,Ridgeway J.L.,
54891708000,Margolis M.F.,0000-0003-2466-9553
54892004600,Morse Y.L.,
54892795000,Chalmers N.,
54892870500,Hoerner J.,0000-0003-2102-5613
54893103500,Shurchkov O.,
54893124900,Caeyers B.,
54893765200,Yesberg J.A.,0000-0002-8511-321X
54894100800,Clary C.,
54895025000,Moody G.D.,
54895144000,Dellmuth L.,0000-0002-1298-8525
54896048500,Hale S.A.,
54896362000,Rickne J.,
54897676600,Zillich A.F.,0000-0002-2226-7190
54897683700,Setoh P.,
54897906800,Likki T.,
54898740000,de Jonge C.K.,
54899511900,Esteve M.,0000-0002-9732-8082
54906483000,Bühren C.,0000-0001-6155-3694
54907853400,Schuler K.L.,
54907922600,Hong J.H.,
54908764600,Bollinger J.,
54911587000,Abad P.J.,
54913310900,Shahwan S.,
54913316300,Kuhn T.,
54914018600,Patiño J.M.,
54914662200,Cooper B.L.,
54920815600,Blair G.,
54923716600,Bafus B.T.,
54925873500,Carnes N.,0009-0000-3506-8273
54926197300,Driscoll A.,
54926958200,Cheon A.,
54929882400,De Couck M.,
54933523600,Caughey D.,
54934086600,Winkler C.G.,
54934329600,Ru P.,0000-0002-4525-8086
54934477800,Bard I.,0000-0001-6395-0335
54939020700,Ruedin D.,0000-0001-5213-4316
54939574600,Lopez A.C.,
54939771600,Ayoub P.M.,
54940582900,Abney D.,
54940921000,Monteiro N.P.,
54941205000,Blagden D.,0000-0001-6923-4946
54942138000,Nylenna M.,
54943502000,Albertus M.,
54943928800,Ariel B.,
54943987100,Mckoy M.K.,
54944905300,Orstavik R.,
54946332400,Ramiro L.,0000-0002-1523-2475
54946355400,Balaji M.S.,
54951293000,Ivory N.,
54955427900,Imlay S.J.,
54961667300,Stuart A.,
54966852700,Harring N.,0000-0001-8690-1376
54966867400,Metag J.,
54970436200,Tesler M.,
54973825500,Kornides M.L.,0000-0003-1900-4530
54974110900,Lavena C.F.,
54975656600,Jones S.C.,
54976118800,Petersen L.,0000-0003-1062-7846
54976260600,Allem J.P.,0000-0001-9135-8689
54978794400,Miller B.,
54988153800,Yin J.,
54991134300,Glazier K.,
54991681800,Tam C.W.M.,
54998513300,Leeper T.J.,
55000850800,Munsch C.L.,
