authid,name,current_published_count,current_raw_frozen_byline_count,current_raw_harmonized_byline_count,count_difference_from_old_local_filter,count_difference_from_byline_enrichment,total_raw_minus_published
17343236100,Gold V.,1,1,1,0,0,0
17345075500,Katrin Auspurg,8,8,8,0,0,0
17345249500,Martin Abraham,9,9,9,0,0,0
17345475400,Jones B.,1,1,1,0,0,0
17347367100,Wolf P.J.,2,2,2,0,0,0
17347522000,Struck O.,1,1,1,0,0,0
17433368500,Brenner M.,1,1,1,0,0,0
17433889900,Derous E.,2,2,2,0,0,0
17434294500,Hassan L.M.,1,1,1,0,0,0
17435879200,Sommerer T.,1,1,1,0,0,0
17435964500,Vernby K.,1,1,1,0,0,0
17436345600,Todorova G.,1,1,1,0,0,0
17636214600,Savulescu J.,1,1,1,0,0,0
18036615100,Blaya C.,1,1,1,0,0,0
18036789400,Carpenter C.,1,1,1,0,0,0
18036937600,Ihlen Ø.,1,1,1,0,0,0
18037265400,Gilligan D.O.,1,1,1,0,0,0
18133514700,Hollebeek L.D.,2,2,2,0,0,0
18434449500,Petts R.J.,4,4,4,0,0,0
18535123400,Gosselt J.F.,1,1,1,0,0,0
18536458700,Konisky D.M.,1,1,1,0,0,0
18839595000,Xiang J.,1,1,1,0,0,0
19337610300,Mu R.,1,1,1,0,0,0
19638279900,Findley M.,3,3,3,0,0,0
19638401700,Calabrese S.K.,1,1,1,0,0,0
19638686200,De Smedt P.,1,1,1,0,0,0
19639050500,Mzoughi N.,1,1,1,0,0,0
19934102200,Oscarsson H.,1,1,1,0,0,0
19934649700,Slothuus R.,1,1,1,0,0,0
20434463400,Shen W.,1,1,1,0,0,0
20435282600,Esaiasson P.,5,5,5,0,0,0
20436790700,Verhoest K.,1,1,1,0,0,0
20733521300,Blöbaum A.,2,2,2,0,0,0
20735280100,Popp E.,2,2,2,0,0,0
20735768700,Shelef N.,3,3,3,0,0,0
21536181900,Zwart H.,1,1,1,0,0,0
21644294200,McDonagh E.,1,1,1,0,0,0
21734202300,Doces J.A.,2,2,2,0,0,0
21739085700,Gibson J.,2,2,2,0,0,0
21739399600,Askim J.,3,3,3,0,0,0
21740579400,Denver M.,4,4,4,0,0,0
21834132000,Hierro M.J.,2,2,2,0,0,0
21933844900,Davies G.A.M.,4,4,4,0,0,0
21934065000,Koenigstorfer J.,1,1,1,0,0,0
21934166500,Groeppel-Klein A.,1,1,1,0,0,0
22036046800,Richmond A.S.,0,1,1,1,0,1
22133763200,Beeri I.,3,3,3,0,0,0
22137091200,Taylor J.K.,2,2,2,0,0,0
22137135300,Toshkov D.,4,4,4,0,0,0
22234259600,Kabst R.,1,1,1,0,0,0
22234749000,Ogg J.,1,1,1,0,0,0
22434280800,Squazzoni F.,1,1,1,0,0,0
22633437500,Breen L.J.,2,2,2,0,0,0
22633584000,Beblo M.,1,1,1,0,0,0
22634245700,Hertel-Fernandez A.,3,3,3,0,0,0
22635700500,Morrison W.E.,1,1,1,0,0,0
22636082300,Van Londen M.,1,1,1,0,0,0
22734005700,Fursov K.,1,1,1,0,0,0
22734191300,Kröner S.,1,1,1,0,0,0
22834266400,De Massis A.,1,1,1,0,0,0
22834609900,Heath O.,1,1,1,0,0,0
22835970300,Shepherd H.,2,2,2,0,0,0
22836749200,Wu C.l.,1,1,1,0,0,0
22836831200,Wilking J.R.,1,1,1,0,0,0
22836955000,Jeroen van der Waal,7,7,7,0,0,0
22837254800,Tsai L.L.,1,1,1,0,0,0
22933997700,Dür A.,3,3,3,0,0,0
22935448200,Sloan M.M.,1,1,1,0,0,0
22937706300,Head S.,1,1,1,0,0,0
22938187600,Lagarde M.,1,1,1,0,0,0
22939194900,Snir A.,1,1,1,0,0,0
22950035800,Daxecker U.,4,4,4,0,0,0
22950058600,Cranmer S.J.,1,1,1,0,0,0
22950299100,Grimm V.,1,1,1,0,0,0
22950569500,Kastellec J.P.,1,1,1,0,0,0
22951048500,Kousser T.,3,3,3,0,0,0
22951322000,Maughan-Brown B.,1,1,1,0,0,0
22951426700,Kulich C.,1,1,1,0,0,0
22958134600,Quaas M.F.,1,1,1,0,0,0
22958787200,Weber T.,1,1,1,0,0,0
22958940800,Wagner M.W.,1,1,1,0,0,0
22978706500,Bohnet-Joschko S.,1,1,1,0,0,0
22981732500,Stockemer D.,1,1,1,0,0,0
22981796700,Sides J.,2,2,2,0,0,0
22984957100,Gaissmaier W.,1,1,1,0,0,0
22985250900,Jungert T.,2,3,3,1,0,1
22985401400,Lacetera N.,1,1,1,0,0,0
22986230800,Schwerdt G.,1,1,1,0,0,0
22987078600,Syed M.,1,1,1,0,0,0
22997095400,Green J.,1,1,1,0,0,0
23004185100,Enjolras B.,1,1,1,0,0,0
23004228800,Elías J.,3,3,3,0,0,0
23006054100,Persky S.,0,1,1,1,0,1
23006096200,Qiang M.,1,1,1,0,0,0
23007675700,Amershi S.,1,1,1,0,0,0
23008598400,Keith N.,1,1,1,0,0,0
23008702200,Kirkpatrick M.G.,1,1,1,0,0,0
23009068000,Kosar K.,1,1,1,0,0,0
23010804700,Smyth R.,1,1,1,0,0,0
23010864600,Samuel Whitt,12,12,12,0,0,0
23011473400,Doyle D.,1,1,1,0,0,0
23017720900,Chevallier C.,1,1,1,0,0,0
23020542700,Vignoli D.,1,1,1,0,0,0
23024200400,Black R.C.,1,1,1,0,0,0
23024201100,Adam S.,1,1,1,0,0,0
23028481800,Qahri-Saremi H.,1,1,1,0,0,0
23028917500,Smith D.A.,1,1,1,0,0,0
23034899700,Kreuter F.,5,5,5,0,0,0
23035761800,Mancini T.,0,1,1,1,0,1
23036284300,Nannicini T.,1,1,1,0,0,0
23036386900,Sinclair C.,2,2,2,0,0,0
23036503800,Rabbiosi L.,1,1,1,0,0,0
23051628000,Morgenstern M.,1,1,1,0,0,0
23062319300,Schilke O.,3,3,3,0,0,0
23090307600,Baerg N.,1,1,1,0,0,0
23091033400,Goodwin M.,1,1,1,0,0,0
23091807800,Viding E.,1,1,1,0,0,0
23092247100,Tompson T.,1,1,1,0,0,0
23092911200,Beckers T.,1,1,1,0,0,0
23094344300,Kaler J.,1,1,1,0,0,0
23094702500,Loibl C.,1,1,1,0,0,0
23095445000,Peterman A.,2,2,2,0,0,0
23095594600,David G. Rand,13,13,13,0,0,0
23096696200,Weibel A.,1,1,1,0,0,0
23097886900,Lupiáñez-Villanueva F.,1,1,1,0,0,0
23098672700,Wallsten K.,2,2,2,0,0,0
23099346400,Baumann S.,1,1,1,0,0,0
23099465500,Delavande A.,1,1,1,0,0,0
23099621000,Gundersen D.A.,1,1,1,0,0,0
23101772000,Waxman M.J.,1,1,1,0,0,0
23102569900,Feldman L.,4,4,4,0,0,0
23102878800,Hadden J.,1,1,1,0,0,0
23110797300,Markus S.,1,1,1,0,0,0
23134892100,Hipp L.,1,1,1,0,0,0
23135446000,Malul M.,1,1,1,0,0,0
23135666200,Wolf J.,1,1,1,0,0,0
23388445800,Bekkers V.,2,2,2,0,0,0
23392991000,Markovits D.B.,1,1,1,0,0,0
23393148800,Nasi G.,1,1,1,0,0,0
23394008500,Powdthavee N.,1,1,1,0,0,0
23394196200,Wolf C.,1,1,1,0,0,0
23395037300,Klass G.,1,1,1,0,0,0
23395063200,Logan D.C.,2,2,2,0,0,0
23395434800,Strandberg K.,1,1,1,0,0,0
23395504300,van Spanje J.,1,1,1,0,0,0
23396003400,Belschak F.D.,1,1,1,0,0,0
23396513200,Davis R.E.,0,1,1,1,0,1
23396533100,Hasson H.,2,2,2,0,0,0
23398508300,Spoto A.,1,1,1,0,0,0
23398957000,Wegwarth O.,0,1,1,1,0,1
23399228800,Verdon M.,1,1,1,0,0,0
23468610900,Soler L.C.,1,1,1,0,0,0
23468967400,Dieckmann N.,1,1,1,0,0,0
23469286500,Hayibor S.,1,1,1,0,0,0
23470335800,Mildenberger M.,3,3,3,0,0,0
23470825600,Stadelmann-Steffen I.,1,1,1,0,0,0
23474758400,Pastukhov A.,1,1,1,0,0,0
23475861400,Witry M.J.,2,2,2,0,0,0
23477589300,Kocabıyıkoğlu A.,1,1,1,0,0,0
23477842700,McElwain K.M.,1,1,1,0,0,0
23478521400,Šerek J.,2,2,2,0,0,0
23479295300,Brunnschweiler C.,2,2,2,0,0,0
23479770300,Hernaus T.,1,1,1,0,0,0
23479932300,Erik Lin-Greenberg,7,7,7,0,0,0
23480101700,Mäs M.,1,1,1,0,0,0
23480664700,Vanderelst D.,1,1,1,0,0,0
23481991500,Lanz B.,1,1,1,0,0,0
23482289000,Ngok K.,0,1,1,1,0,1
23482491200,Steen-Johnsen K.,2,2,2,0,0,0
23484638200,Fritz Z.,2,2,2,0,0,0
23485677100,Kertzer J.D.,5,5,5,0,0,0
23485958900,Lüftenegger M.,1,1,1,0,0,0
23489169000,Harper S.,1,1,1,0,0,0
23489242000,Mechtenberg L.,1,1,1,0,0,0
23489424200,Kuwabara K.,1,1,1,0,0,0
23490348300,Thurman N.,1,1,1,0,0,0
23490688400,Schlittmeier S.J.,2,2,2,0,0,0
23490810700,Stadlinger B.,1,1,1,0,0,0
23493857700,Sonderskov K.M.,2,2,2,0,0,0
23494432900,Zagheni E.,1,1,1,0,0,0
23499589500,Torrente F.,1,1,1,0,0,0
23502299100,Strabac Z.,3,3,3,0,0,0
23566347000,Berenson M.P.,1,1,1,0,0,0
23567164700,Passmore S.R.,1,1,1,0,0,0
23567461900,Bipp T.,1,1,1,0,0,0
23568817000,Toledo D.,1,1,1,0,0,0
23569738700,Kern H.L.,1,1,1,0,0,0
23570205300,Yoon J.D.,1,1,1,0,0,0
23570662300,Busemeyer M.R.,4,4,4,0,0,0
23570798600,Clark T.S.,1,1,1,0,0,0
23666343400,Adman P.,1,1,1,0,0,0
23666416000,Albright J.,1,1,1,0,0,0
23666590700,Chatterjee S.,1,1,1,0,0,0
23666731900,Delis M.,1,1,1,0,0,0
23667181100,Goldfarb J.L.,2,2,2,0,0,0
23667382100,Hassan S.,1,1,1,0,0,0
23667829900,Kwon H.Y.,1,1,1,0,0,0
23768124100,Goeminne S.,1,1,1,0,0,0
23967956500,Banks A.,2,2,2,0,0,0
23968845100,Begall K.,2,2,2,0,0,0
23968938600,Grolleau G.,2,2,2,0,0,0
23969494600,Lenz G.,1,1,1,0,0,0
23969999500,Ariely G.,3,3,3,0,0,0
23971913700,Stites S.D.,2,2,2,0,0,0
23972407400,Aichberger M.C.,1,1,1,0,0,0
23978102100,Howard C.J.,1,1,1,0,0,0
23978872400,von Stein J.,1,1,1,0,0,0
23982874600,Ulf Liebe,9,9,9,0,0,0
23983438800,Ubfal D.,1,1,1,0,0,0
23986537500,Tolsma J.,3,3,3,0,0,0
23986892700,Woessmann L.,6,6,6,0,0,0
23988459900,Bergenholtz C.,1,1,1,0,0,0
23989840100,Pope J.C.,3,3,3,0,0,0
23990019000,Apel R.,1,1,1,0,0,0
23990737400,Krishnamurti T.,1,1,1,0,0,0
23991742400,Schreier M.,1,1,1,0,0,0
23992155400,Andersen D.J.,2,2,2,0,0,0
23992541000,Fang S.,3,3,3,0,0,0
23995215600,Creutzig F.,1,1,1,0,0,0
23995255100,Dinas E.,2,2,2,0,0,0
23996133000,Pluske J.,1,1,1,0,0,0
24066153200,Carriero R.,2,2,2,0,0,0
24067420500,Rakoczy K.,1,1,1,0,0,0
24068168100,Trautmann S.T.,1,1,1,0,0,0
24069642000,Vollan B.,1,1,1,0,0,0
24070855600,Kornrich S.,1,1,1,0,0,0
24071417700,McGhee E.,1,1,1,0,0,0
24072052100,Tankebe J.,1,1,1,0,0,0
24073391000,Rese A.,1,1,1,0,0,0
24073762000,Zarzuelo-Romero M.J.,0,1,1,1,0,1
24075464400,Bechtel M.M.,3,3,3,0,0,0
24075689500,Gao Z.,0,1,1,1,0,1
24079494100,Das E.,1,1,1,0,0,0
24079880400,Bearfield D.,1,1,1,0,0,0
24080018100,Kahn K.B.,2,2,2,0,0,0
24081211700,Pelligra V.,1,1,1,0,0,0
24167175500,Wolf J.,1,1,1,0,0,0
24168107200,Yusaku Horiuchi,13,13,13,0,0,0
24168376800,Haisley E.,1,1,1,0,0,0
24168517000,Holman M.R.,3,4,4,1,0,1
24170792700,Coan T.,2,2,2,0,0,0
24171613400,Percheski C.,1,1,1,0,0,0
24172186400,Uscinski J.,5,5,5,0,0,0
24173061700,Lee J.,1,1,1,0,0,0
24173705700,Schlueter E.,1,1,1,0,0,0
24174004400,Cellina F.,1,1,1,0,0,0
24176115800,Zacher H.,3,3,3,0,0,0
24176627400,Greenhill B.,5,5,5,0,0,0
24177177800,Malesky E.J.,4,4,4,0,0,0
24177695400,Woon J.,1,1,1,0,0,0
24178898800,Francis-Tan A.,2,2,2,0,0,0
24278682700,Al-Natour S.,1,1,1,0,0,0
24281258400,Duval R.,0,1,1,1,0,1
24286280100,Sobisch A.,1,1,1,0,0,0
24288865000,Hutmacher D.W.,0,1,1,1,0,1
24315151700,Qian J.,1,1,1,0,0,0
24319350600,Wang Y.,1,1,1,0,0,0
24329697200,Pope D.G.,1,1,1,0,0,0
24330327900,Vance A.,2,2,2,0,0,0
24330556000,Bartczak A.M.,1,1,1,0,0,0
24330798200,Adler G.J.,1,1,1,0,0,0
24335376700,Kuijpers K.F.,1,1,1,0,0,0
24336455100,Sheng X.S.,0,2,2,2,0,2
24336966400,van der Kleij R.,1,1,1,0,0,0
24337613700,Amos C.,1,1,1,0,0,0
24338112700,Ehrlich S.D.,1,1,1,0,0,0
24338372600,Lin-Hi N.,2,2,2,0,0,0
24338958100,Mattes M.,2,2,2,0,0,0
24339239800,Somer-Topcu Z.,1,1,1,0,0,0
24339564700,David A. Steinberg,8,8,8,0,0,0
24339805700,Zamir E.,1,1,1,0,0,0
24340976500,Chen C.A.,1,1,1,0,0,0
24341791700,Metelska-Szaniawska K.,1,1,1,0,0,0
24342742500,Bond C.E.W.,1,1,1,0,0,0
24343584000,Greenbaum R.L.,1,1,1,0,0,0
24345697100,Valenta M.,2,2,2,0,0,0
24363642900,Körösényi A.,2,2,2,0,0,0
24376105500,Anduiza E.,1,1,1,0,0,0
24376458800,Despard M.,1,1,1,0,0,0
24382098300,Shlafer R.J.,1,1,1,0,0,0
24385419600,Menapace L.,0,1,1,1,0,1
24398417200,Breunig P.,0,1,1,1,0,1
24399548300,Marteleto L.J.,1,1,1,0,0,0
24400754400,Duvall Antonacopoulos N.,0,1,1,1,0,1
24402689100,Pape S.,1,1,1,0,0,0
24435973100,Schillemans T.,1,1,1,0,0,0
24438034500,Mori K.,1,1,1,0,0,0
24441545200,Mancini S.,1,1,1,0,0,0
24448310000,Pauwels L.J.R.,1,1,1,0,0,0
24449885200,Zetterberg P.,2,2,2,0,0,0
24450177000,Crockett M.J.,1,1,1,0,0,0
24460567100,Corazzini L.,3,3,3,0,0,0
24462862000,Wang D.,1,1,1,0,0,0
24463521000,Levendusky M.,4,4,4,0,0,0
24464057400,Gachoud D.,1,1,1,0,0,0
24466226600,Do Y.K.,3,3,3,0,0,0
24466260800,Decancq K.,2,2,2,0,0,0
24466546300,Gassmann F.,1,1,1,0,0,0
24466575600,Fudge D.,1,1,1,0,0,0
24467114100,Verge T.,1,1,1,0,0,0
24467231300,De Vries M.,0,1,1,1,0,1
24467527000,Elmelund-Præstekær C.,1,1,1,0,0,0
24469040900,Sinclair B.,1,1,1,0,0,0
24469431300,Wildeman C.,2,2,2,0,0,0
24472374700,Tiede L.B.,1,1,1,0,0,0
24472408500,Thorson E.,1,1,1,0,0,0
24473362700,Ruiz I.,1,1,1,0,0,0
24473392600,Luijkx R.,2,2,2,0,0,0
24474160700,Brian R. Calfano,9,9,9,0,0,0
24474772100,Lindekilde L.,2,2,2,0,0,0
24475754300,Verger A.,1,1,1,0,0,0
24475948400,Wilkinson-Ryan T.,1,1,1,0,0,0
24476502000,Arretche M.,1,1,1,0,0,0
24477075200,Di Maio M.,1,1,1,0,0,0
24477706800,Ropele T.,0,1,1,1,0,1
24481486200,Meredith M.,1,1,1,0,0,0
24490856400,Boucher J.C.,1,1,1,0,0,0
24491314200,Unni E.,1,1,1,0,0,0
24503192400,Jacobs A.M.,1,1,1,0,0,0
24503743000,Gori Maia A.,1,1,1,0,0,0
24504604700,Vatavu R.D.,1,1,1,0,0,0
24512412700,Sattler T.,1,1,1,0,0,0
24512415200,Vaccari C.,1,1,1,0,0,0
24512548200,Muñoz J.,5,5,5,0,0,0
24524495800,Barry B.A.,1,1,1,0,0,0
24528778400,Marchevsky A.,1,1,1,0,0,0
24528793200,Miller B.L.,1,1,1,0,0,0
24529136500,Masoud T.,1,1,1,0,0,0
24537004500,Adolph C.,1,1,1,0,0,0
24544357200,Gupta P.,1,1,1,0,0,0
24544969100,Wood R.M.,1,1,1,0,0,0
24554597700,Geoffrey P. R. Wallace,7,7,7,0,0,0
24559254500,Thirumurthy H.,1,1,1,0,0,0
24559645900,Wright K.A.,1,1,1,0,0,0
24597206500,Dong M.C.,0,1,1,1,0,1
24597967800,Schmiedeberg C.,1,1,1,0,0,0
24605496500,Watts K.J.,1,1,1,0,0,0
24723206400,Van De Walle S.,5,5,5,0,0,0
24764511700,Hannah E.,1,1,1,0,0,0
24773718600,Mitani Y.,1,1,1,0,0,0
24775227400,Däubler T.,2,2,2,0,0,0
24777769300,Zhu J.,1,1,1,0,0,0
24779942000,Schelbe L.,2,2,2,0,0,0
24801824800,Egorov G.,1,1,1,0,0,0
24823318000,Skarbek D.,1,1,1,0,0,0
24824711800,Gash A.,1,1,1,0,0,0
24825319600,Vlaicu R.,3,3,3,0,0,0
24828828800,Smith G.,1,1,1,0,0,0
24831577200,Konstantinidis N.,1,1,1,0,0,0
24831991400,Thunström L.,3,3,3,0,0,0
24832245800,Subra B.,1,1,1,0,0,0
24832963000,Amro A.,1,1,1,0,0,0
25029373300,Ziegler A.,2,2,2,0,0,0
25030930900,Mchitarjan I.,1,1,1,0,0,0
25031830800,Jonson C.L.,2,2,2,0,0,0
25031847500,McDowall A.,1,1,1,0,0,0
25032175300,Yadav V.,2,2,2,0,0,0
25121719500,Nordfjærn T.,1,1,1,0,0,0
25222600500,Boulianne S.,1,1,1,0,0,0
25222684000,Beyer A.,1,1,1,0,0,0
25223150900,Georgarakos D.,1,1,1,0,0,0
25224071700,Tinghög G.,2,3,3,1,0,1
25224644900,Rasmus Tue Pedersen,14,14,14,0,0,0
25224728000,Kropp D.,1,1,1,0,0,0
25224778300,Forestiere C.,1,1,1,0,0,0
25225114400,Annen H.,1,1,1,0,0,0
25226012900,Tatham M.,1,1,1,0,0,0
25226021600,Jonathon P. Schuldt,7,8,8,1,0,1
25226269500,te Grotenhuis M.,1,1,1,0,0,0
25228366600,Dallinger U.,1,2,2,1,0,1
25229219600,Till B.,0,2,2,2,0,2
25421348100,Barber L.K.,2,2,2,0,0,0
25422239000,Pagliaro S.,2,2,2,0,0,0
25423035100,Walter S.,2,2,2,0,0,0
25423074800,Richey S.,1,1,1,0,0,0
25423218000,Rossman G.,2,2,2,0,0,0
25521434900,Bowern C.,1,1,1,0,0,0
25522870200,Tepe M.,3,3,3,0,0,0
25621569800,Sanborn H.,1,1,1,0,0,0
25623074500,Bartels B.L.,3,3,3,0,0,0
25624902000,Hellwig T.,1,1,1,0,0,0
25626268400,Buttenheim A.M.,2,2,2,0,0,0
25629101100,Zettler I.,1,1,1,0,0,0
25629423900,Gilad S.,1,1,1,0,0,0
25630919700,Moisés J.Á.,1,1,1,0,0,0
25630993700,Meuleman B.,1,1,1,0,0,0
25633160300,Rudolph C.W.,1,1,1,0,0,0
25636296200,Rasmussen A.,3,3,3,0,0,0
25639954900,Livne-Tarandach R.,1,1,1,0,0,0
25640950500,Bardasi E.,1,1,1,0,0,0
25641740700,Pellicer M.,2,2,2,0,0,0
25643698600,Yuan C.,0,1,1,1,0,1
25644334100,Jonas K.,1,1,1,0,0,0
25650523700,Rauhut H.,1,1,1,0,0,0
25653340100,Polonijo A.N.,1,1,1,0,0,0
25653888800,Howley P.,1,1,1,0,0,0
25654666600,Cheryl Boudreau,7,7,7,0,0,0
25655563800,van der Meer T.W.G.,4,4,4,0,0,0
25655598900,Thachil T.,3,3,3,0,0,0
25722332400,Ringsmuth E.M.,1,1,1,0,0,0
25722730500,Ho S.M.Y.,1,1,1,0,0,0
25724101700,Brühl R.,1,1,1,0,0,0
25724640500,Sedera D.,1,1,1,0,0,0
25824149700,Cradock-Henry N.,1,1,1,0,0,0
25825321500,Lynn T.,1,1,1,0,0,0
25922128300,Faricy C.,3,3,3,0,0,0
25923244700,De Juan A.,3,3,3,0,0,0
25923257800,Douglas A.N.,1,1,1,0,0,0
25923258800,Akay A.,5,5,5,0,0,0
25923381200,Krause P.,1,1,1,0,0,0
25923663000,Spoon J.J.,1,1,1,0,0,0
25923851000,Del-Colle M.,1,1,1,0,0,0
25923852000,Ertan S.A.,1,1,1,0,0,0
25925461500,Sayeed A.,1,1,1,0,0,0
25925596000,Zaki Y.,1,1,1,0,0,0
25925830600,Goldblum B.L.,1,1,1,0,0,0
25926036600,Protsch P.,3,3,3,0,0,0
25927837800,Bhatti Y.,1,1,1,0,0,0
25927925400,Kunstman J.W.,1,1,1,0,0,0
25928004600,Olsen A.L.,3,3,3,0,0,0
25928817100,Wang Z.,1,1,1,0,0,0
25929090500,Adriaanse M.,1,1,1,0,0,0
25929095800,Costa-Lopes R.,1,1,1,0,0,0
25929366800,Michaelides M.P.,1,1,1,0,0,0
25931061400,Mattes K.,1,1,1,0,0,0
25936478000,Muriaas R.,5,5,5,0,0,0
25947525300,Kumar S.,0,1,1,1,0,1
25958334300,Ruppanner L.,2,2,2,0,0,0
25958739200,Socia K.M.,6,6,6,0,0,0
25959092400,Harbridge-Yong L.,3,3,3,0,0,0
25959105200,Hughes C.E.,1,1,1,0,0,0
25959434800,Wellman J.D.,0,1,1,1,0,1
25959445000,Storm I.,1,1,1,0,0,0
25959801700,Ziegler R.,1,1,1,0,0,0
25960572700,Conner T.,1,1,1,0,0,0
25960686700,Gallego A.,3,3,3,0,0,0
25960713900,Finseraas H.,5,5,5,0,0,0
25960840900,Hystad S.W.,1,1,1,0,0,0
25961139900,Tan W.K.,1,1,1,0,0,0
26023357800,Krupka E.,1,1,1,0,0,0
26023609800,Newswander C.B.,1,1,1,0,0,0
26023755300,Thorbjørnsrud K.,2,2,2,0,0,0
26027620800,Sircar I.,1,1,1,0,0,0
26027796100,Dahlberg S.,2,2,2,0,0,0
26028537600,Carley S.,1,1,1,0,0,0
26028603400,Malón A.,1,1,1,0,0,0
26028819200,Giersch J.,4,4,4,0,0,0
26029403100,Fjelde H.,3,3,3,0,0,0
26030431300,Kunst M.,1,1,1,0,0,0
26030668300,Toros E.,1,1,1,0,0,0
26031032400,Levitt A.,1,1,1,0,0,0
26031915200,Barisione M.,3,3,3,0,0,0
26032104200,Kilic T.,2,2,2,0,0,0
26032421200,Shulman H.C.,1,1,1,0,0,0
26032609100,Leiby M.,1,1,1,0,0,0
26033351000,Gambetta D.,1,1,1,0,0,0
26033825800,Oppermann K.,1,1,1,0,0,0
26036134300,Kogen L.,1,1,1,0,0,0
26036187400,Lecheler S.,5,5,5,0,0,0
26039305500,Michaels P.,0,1,1,1,0,1
26039491300,Potrafke N.,1,1,1,0,0,0
26040763000,Harell A.,5,5,5,0,0,0
26040841900,Ku K.Y.L.,1,1,1,0,0,0
26041145300,van Dijk M.,1,1,1,0,0,0
26041249100,Wallander L.,2,2,2,0,0,0
26221236400,Gemenis K.,1,1,1,0,0,0
26321472100,Falk T.,1,1,1,0,0,0
26321685700,Hickert A.,3,3,3,0,0,0
26321842200,Moshagen M.,1,1,1,0,0,0
26322997700,Lee H.,1,1,1,0,0,0
26323223300,Kerner A.,2,2,2,0,0,0
26323718000,Minchuk Y.,1,1,1,0,0,0
26324940200,Kosloski A.E.,1,1,1,0,0,0
26325116700,Valenzuela S.,1,1,1,0,0,0
26325864400,Nelimarkka M.,1,1,1,0,0,0
26421493200,Zeng F.,0,1,1,1,0,1
26424556800,Angelini V.,1,1,1,0,0,0
26424744500,Schnettler S.,1,1,1,0,0,0
26428345700,Pelc K.,3,3,3,0,0,0
26428584100,Vlassopoulos M.,2,2,2,0,0,0
26428990300,Wild V.,1,1,1,0,0,0
26429996500,Nai A.,3,3,3,0,0,0
26430560600,Fousiani K.,3,3,3,0,0,0
26433840000,Spruyt B.,2,2,2,0,0,0
26434546700,Walther K.,1,1,1,0,0,0
26434930200,Wolter F.,3,3,3,0,0,0
26435467300,Tiemann G.,1,1,1,0,0,0
26436249500,Werfel S.,4,4,4,0,0,0
26530834200,Avellaneda C.N.,3,3,3,0,0,0
26530837600,Bonikowski B.,2,2,2,0,0,0
26531046900,Ghasemaghaei M.,1,1,1,0,0,0
26531384300,Jiménez T.R.,1,1,1,0,0,0
26531870400,Rivera L.A.,4,4,4,0,0,0
26531977900,Weller N.,2,2,2,0,0,0
26532706000,Emmenegger P.,1,1,1,0,0,0
26532782600,Kennedy E.H.,4,4,4,0,0,0
26534174800,Goidel K.,1,1,1,0,0,0
26534187500,Desmond M.,1,1,1,0,0,0
26535417100,Buchman D.Z.,0,1,1,1,0,1
26537795200,Neumann R.,2,2,2,0,0,0
26537889300,Pearce J.,2,2,2,0,0,0
26538407100,Terwel B.,1,1,1,0,0,0
26539747800,Konstantinidis I.,1,1,1,0,0,0
26540561000,Vijaykumar S.,1,1,1,0,0,0
26631527200,Bruni R.,1,1,1,0,0,0
26631931100,Balaban D.C.,1,1,1,0,0,0
26632759000,Gil de Zúñiga H.,0,1,1,1,0,1
26633465700,Beshears J.,1,1,1,0,0,0
26633842200,Hanretty C.,1,1,1,0,0,0
26634307000,Sarferaz S.,1,1,1,0,0,0
26634733200,Ahlquist J.,2,2,2,0,0,0
26635424900,Macis M.,4,4,4,0,0,0
26635542700,Kostka G.,1,1,1,0,0,0
26639748300,Perkins J.M.,1,1,1,0,0,0
26640291000,Esmark A.,1,1,1,0,0,0
26640375400,Feng L.,1,1,1,0,0,0
26642433100,Bunel M.,2,2,2,0,0,0
26642946300,Chung K.C.,1,1,1,0,0,0
26643040300,Davis M.M.,0,1,1,1,0,1
26643269200,Johnson T.P.,1,1,1,0,0,0
26643272500,List J.A.,1,1,1,0,0,0
26643312100,Coleman E.A.,2,2,2,0,0,0
26645118200,Rohlfing I.,1,1,1,0,0,0
26646701700,Le K.T.,1,1,1,0,0,0
26647966200,Tarroux B.,1,1,1,0,0,0
26648777400,Kataria M.,1,1,1,0,0,0
26649653100,Wang S.W.,1,1,1,0,0,0
26653479000,Goerg S.,1,1,1,0,0,0
26654184500,Grossmann M.,1,1,1,0,0,0
26654834400,Giger N.,2,2,2,0,0,0
26655387000,Czajkowski M.,0,2,2,2,0,2
26655829400,Netzer N.,1,1,1,0,0,0
26656818300,Koch A.K.,2,2,2,0,0,0
26657081500,Behrman J.,3,3,3,0,0,0
26657684800,Wilson L.C.,0,1,1,1,0,1
26657752600,Schunck R.,1,1,1,0,0,0
26658794400,Vongas J.G.,1,1,1,0,0,0
26662885300,Kervin L.,0,1,1,1,0,1
26662894500,Larsen C.A.,3,3,3,0,0,0
26664940700,Schwens C.,1,1,1,0,0,0
26665065900,Pirscher F.,0,1,1,1,0,1
26665605200,Naoi M.,3,3,3,0,0,0
26666997100,Meierrieks D.,2,2,2,0,0,0
26867515100,Brouard S.,1,1,1,0,0,0
26967744500,Goertz-Dorten A.,0,1,1,1,0,1
26968053200,ter Mors E.,1,1,1,0,0,0
27067529000,Becker J.,1,1,1,0,0,0
27067631600,Gomes R.C.,1,1,1,0,0,0
27067892300,Nobles M.R.,1,1,1,0,0,0
27170043400,Liu J.,1,1,1,0,0,0
27267510800,Bhatnagar N.,1,1,1,0,0,0
27367838000,Hortala-Vallve R.,1,1,1,0,0,0
27467567000,Meadow T.,1,1,1,0,0,0
