variant,comparator,scope,change,authid,name,new_count,old_count,new_rank,old_rank,new_display_position,old_display_position
narrower_query,current_published,top100_with_cutoff_ties,exit,56487997200,Wratil C.,6,6,115,96,167,142
narrower_query,current_published,top100_with_cutoff_ties,exit,56523595800,Liu M.,6,6,115,96,168,143
narrower_query,current_published,top100_with_cutoff_ties,exit,56554105500,Gummer T.,6,6,115,96,169,144
narrower_query,current_published,top100_with_cutoff_ties,exit,56964283000,Anson I.G.,6,6,115,96,170,145
narrower_query,current_published,top100_with_cutoff_ties,exit,57052662100,Höhne J.K.,6,6,115,96,171,146
narrower_query,current_published,top100_with_cutoff_ties,exit,57059866500,George B.,6,6,115,96,172,147
narrower_query,current_published,top100_with_cutoff_ties,exit,57188561529,Armaly M.T.,6,6,115,96,173,148
narrower_query,current_published,top100_with_cutoff_ties,exit,57190216222,Igarashi A.,6,6,115,96,175,149
narrower_query,current_published,top100_with_cutoff_ties,exit,57196403479,McDonald J.,6,6,115,96,178,152
narrower_query,current_published,top100_with_cutoff_ties,exit,57200226249,Hailey C.A.,6,6,115,96,179,153
narrower_query,current_published,top100_with_cutoff_ties,exit,57201432992,Williamson S.,6,6,115,96,180,155
narrower_query,current_published,top100_with_cutoff_ties,exit,57202349863,Lindgren E.,6,6,115,96,181,156
narrower_query,current_published,top100_with_cutoff_ties,exit,57203538647,Liu D.,6,6,115,96,182,157
narrower_query,current_published,top100_with_cutoff_ties,exit,57203980082,Stone A.R.,6,6,115,96,183,158
narrower_query,current_published,top100_with_cutoff_ties,exit,57205664253,Hart C.G.,6,6,115,96,185,159
narrower_query,current_published,top100_with_cutoff_ties,exit,57211437829,Sievert M.,6,6,115,96,186,160
narrower_query,current_published,top100_with_cutoff_ties,exit,57213579538,Malhotra N.,6,6,115,96,187,161
narrower_query,current_published,top100_with_cutoff_ties,exit,57216736131,Myrick R.,6,6,115,96,188,162
narrower_query,current_published,top100_with_cutoff_ties,exit,57217532548,Schwartz J.A.,6,6,115,96,189,163
narrower_query,current_published,top100_with_cutoff_ties,exit,57218118345,Lee S.,6,6,115,96,190,164
narrower_query,current_published,top100_with_cutoff_ties,exit,57219597903,Viskupič F.,6,6,115,96,192,165
narrower_query,current_raw,exact_top100,entrant,6603030334,de Vreese C.,7,3,83,520,84,537
narrower_query,current_raw,exact_top100,entrant,6603559510,Turgeon M.,8,5,53,168,53,173
narrower_query,current_raw,exact_top100,entrant,7801629573,Gollust S.E.,8,6,53,100,55,105
narrower_query,current_raw,exact_top100,entrant,8967284700,Barry C.L.,7,5,83,168,86,182
narrower_query,current_raw,exact_top100,entrant,16023197400,Wojcieszak M.,7,5,83,168,87,189
narrower_query,current_raw,exact_top100,entrant,16066752900,Aharoni E.,7,6,83,100,88,112
narrower_query,current_raw,exact_top100,entrant,16244346100,Caillier J.G.,7,4,83,298,89,338
narrower_query,current_raw,exact_top100,entrant,25422239000,Pagliaro S.,10,2,33,997,34,1296
narrower_query,current_raw,exact_top100,entrant,26036187400,Lecheler S.,8,5,53,168,60,201
narrower_query,current_raw,exact_top100,entrant,36196237600,Balcells L.,7,6,83,100,96,119
narrower_query,current_raw,exact_top100,entrant,55319086800,Cabrera L.Y.,8,6,53,100,64,129
narrower_query,current_raw,exact_top100,entrant,56180409500,Banda K.K.,8,6,53,100,69,139
narrower_query,current_raw,exact_top100,entrant,57190437914,Yang J.,13,2,9,997,15,1774
narrower_query,current_raw,exact_top100,exit,6601956224,John Gastil,6,6,115,100,117,100
narrower_query,current_raw,exact_top100,exit,24554597700,Geoffrey P. R. Wallace,6,7,115,70,132,75
narrower_query,current_raw,exact_top100,exit,55454468300,Tatishe M. Nteta,7,7,83,70,101,84
narrower_query,current_raw,exact_top100,exit,55461249300,Craig M. Burnett,7,7,83,70,102,85
narrower_query,current_raw,exact_top100,exit,55636964600,Long Doan,7,7,83,70,103,87
narrower_query,current_raw,exact_top100,exit,56329786700,Joshua Robison,7,7,83,70,104,89
narrower_query,current_raw,exact_top100,exit,56868425000,Kai Quek,7,7,83,70,106,91
narrower_query,current_raw,exact_top100,exit,56924059300,Xiaojun Li,7,7,83,70,107,92
narrower_query,current_raw,exact_top100,exit,57188880644,Lauren Sukin,7,7,83,70,109,93
narrower_query,current_raw,exact_top100,exit,57194393515,Ventura T.,7,7,83,70,111,95
narrower_query,current_raw,exact_top100,exit,57206937457,Azusa Uji,7,7,83,70,112,97
narrower_query,current_raw,exact_top100,exit,57220203816,Kaylyn Jackson Schiff,7,7,83,70,113,98
narrower_query,current_raw,exact_top100,exit,57264879500,Senhu Wang,7,7,83,70,114,99
narrower_query,current_raw,top100_with_cutoff_ties,entrant,6603030334,de Vreese C.,7,3,83,520,84,537
narrower_query,current_raw,top100_with_cutoff_ties,entrant,6603559510,Turgeon M.,8,5,53,168,53,173
narrower_query,current_raw,top100_with_cutoff_ties,entrant,8967284700,Barry C.L.,7,5,83,168,86,182
narrower_query,current_raw,top100_with_cutoff_ties,entrant,16023197400,Wojcieszak M.,7,5,83,168,87,189
narrower_query,current_raw,top100_with_cutoff_ties,entrant,16244346100,Caillier J.G.,7,4,83,298,89,338
narrower_query,current_raw,top100_with_cutoff_ties,entrant,25422239000,Pagliaro S.,10,2,33,997,34,1296
narrower_query,current_raw,top100_with_cutoff_ties,entrant,26036187400,Lecheler S.,8,5,53,168,60,201
narrower_query,current_raw,top100_with_cutoff_ties,entrant,57188590875,Muradova L.,7,5,83,168,108,260
narrower_query,current_raw,top100_with_cutoff_ties,entrant,57190437914,Yang J.,13,2,9,997,15,1774
narrower_query,current_raw,top100_with_cutoff_ties,exit,6601956224,John Gastil,6,6,115,100,117,100
narrower_query,current_raw,top100_with_cutoff_ties,exit,6602533817,Jonas Tallberg,6,6,115,100,118,101
narrower_query,current_raw,top100_with_cutoff_ties,exit,6602698051,Giuliano Bonoli,6,6,115,100,119,102
narrower_query,current_raw,top100_with_cutoff_ties,exit,7006126634,André Blais,6,6,115,100,121,103
narrower_query,current_raw,top100_with_cutoff_ties,exit,7102332636,Oliver James,6,6,115,100,122,104
narrower_query,current_raw,top100_with_cutoff_ties,exit,8159413200,Tucker J.A.,6,6,115,100,123,106
narrower_query,current_raw,top100_with_cutoff_ties,exit,8223892400,Kam C.D.,6,6,115,100,124,107
narrower_query,current_raw,top100_with_cutoff_ties,exit,8532420500,Wauters B.,6,6,115,100,125,108
narrower_query,current_raw,top100_with_cutoff_ties,exit,8547908900,Geys B.,6,6,115,100,126,109
narrower_query,current_raw,top100_with_cutoff_ties,exit,12779778800,Hopkins D.J.,6,6,115,100,127,110
narrower_query,current_raw,top100_with_cutoff_ties,exit,14035294700,Dafoe A.,6,6,115,100,128,111
narrower_query,current_raw,top100_with_cutoff_ties,exit,16308652800,Christenson D.P.,5,6,195,100,216,113
narrower_query,current_raw,top100_with_cutoff_ties,exit,16744169900,Johns R.,6,6,115,100,130,114
narrower_query,current_raw,top100_with_cutoff_ties,exit,23986892700,Woessmann L.,6,6,115,100,131,115
narrower_query,current_raw,top100_with_cutoff_ties,exit,24554597700,Geoffrey P. R. Wallace,6,7,115,70,132,75
narrower_query,current_raw,top100_with_cutoff_ties,exit,25958739200,Socia K.M.,6,6,115,100,133,116
narrower_query,current_raw,top100_with_cutoff_ties,exit,35173613400,Robertson C.,6,6,115,100,136,117
narrower_query,current_raw,top100_with_cutoff_ties,exit,35233854900,Kaneko S.,6,6,115,100,137,118
narrower_query,current_raw,top100_with_cutoff_ties,exit,36469243000,Stout C.T.,6,6,115,100,139,120
narrower_query,current_raw,top100_with_cutoff_ties,exit,36473880700,Pardos-Prado S.,6,6,115,100,140,121
narrower_query,current_raw,top100_with_cutoff_ties,exit,36992463600,Tilcsik A.,6,6,115,100,142,122
narrower_query,current_raw,top100_with_cutoff_ties,exit,47062211000,Sauer C.,6,6,115,100,144,123
narrower_query,current_raw,top100_with_cutoff_ties,exit,53983153400,Powers R.M.,6,6,115,100,146,124
narrower_query,current_raw,top100_with_cutoff_ties,exit,54385071100,Grimmelikhuijsen S.G.,6,6,115,100,147,125
narrower_query,current_raw,top100_with_cutoff_ties,exit,54402038900,Willems J.,6,6,115,100,148,126
narrower_query,current_raw,top100_with_cutoff_ties,exit,54785521400,Utych S.M.,6,6,115,100,150,127
narrower_query,current_raw,top100_with_cutoff_ties,exit,54939771600,Ayoub P.M.,6,6,115,100,151,128
narrower_query,current_raw,top100_with_cutoff_ties,exit,55364149100,Newman B.J.,5,6,195,100,264,130
narrower_query,current_raw,top100_with_cutoff_ties,exit,55498802400,Werner A.,6,6,115,100,153,131
narrower_query,current_raw,top100_with_cutoff_ties,exit,55604227800,Porumbescu G.,6,6,115,100,154,132
narrower_query,current_raw,top100_with_cutoff_ties,exit,55735410100,Schlipphak B.,6,6,115,100,155,133
narrower_query,current_raw,top100_with_cutoff_ties,exit,55738296700,Huang H.,6,6,115,100,156,134
narrower_query,current_raw,top100_with_cutoff_ties,exit,55787363800,Liu B.,6,6,115,100,157,135
narrower_query,current_raw,top100_with_cutoff_ties,exit,55955809300,Petzold K.,6,6,115,100,159,136
narrower_query,current_raw,top100_with_cutoff_ties,exit,56056445200,Lim S.,6,6,115,100,160,137
narrower_query,current_raw,top100_with_cutoff_ties,exit,56168369200,Thau M.,6,6,115,100,162,138
narrower_query,current_raw,top100_with_cutoff_ties,exit,56256131200,Kantorowicz J.,6,6,115,100,163,140
narrower_query,current_raw,top100_with_cutoff_ties,exit,56281778100,Yeh Y.Y.,6,6,115,100,164,141
narrower_query,current_raw,top100_with_cutoff_ties,exit,56421548300,McDowell D.,6,6,115,100,165,143
narrower_query,current_raw,top100_with_cutoff_ties,exit,56432557600,Fossati F.,6,6,115,100,166,144
narrower_query,current_raw,top100_with_cutoff_ties,exit,56487997200,Wratil C.,6,6,115,100,167,145
narrower_query,current_raw,top100_with_cutoff_ties,exit,56523595800,Liu M.,6,6,115,100,168,146
narrower_query,current_raw,top100_with_cutoff_ties,exit,56554105500,Gummer T.,6,6,115,100,169,147
narrower_query,current_raw,top100_with_cutoff_ties,exit,56964283000,Anson I.G.,6,6,115,100,170,148
narrower_query,current_raw,top100_with_cutoff_ties,exit,57052662100,Höhne J.K.,6,6,115,100,171,149
narrower_query,current_raw,top100_with_cutoff_ties,exit,57059866500,George B.,6,6,115,100,172,150
narrower_query,current_raw,top100_with_cutoff_ties,exit,57188561529,Armaly M.T.,6,6,115,100,173,151
narrower_query,current_raw,top100_with_cutoff_ties,exit,57190216222,Igarashi A.,6,6,115,100,175,152
narrower_query,current_raw,top100_with_cutoff_ties,exit,57193236353,Fesenfeld L.P.,6,6,115,100,177,154
narrower_query,current_raw,top100_with_cutoff_ties,exit,57196403479,McDonald J.,6,6,115,100,178,155
narrower_query,current_raw,top100_with_cutoff_ties,exit,57200226249,Hailey C.A.,6,6,115,100,179,156
narrower_query,current_raw,top100_with_cutoff_ties,exit,57201432992,Williamson S.,6,6,115,100,180,157
narrower_query,current_raw,top100_with_cutoff_ties,exit,57202349863,Lindgren E.,6,6,115,100,181,158
narrower_query,current_raw,top100_with_cutoff_ties,exit,57203538647,Liu D.,6,6,115,100,182,159
narrower_query,current_raw,top100_with_cutoff_ties,exit,57203980082,Stone A.R.,6,6,115,100,183,160
narrower_query,current_raw,top100_with_cutoff_ties,exit,57205664253,Hart C.G.,6,6,115,100,185,161
narrower_query,current_raw,top100_with_cutoff_ties,exit,57211437829,Sievert M.,6,6,115,100,186,162
narrower_query,current_raw,top100_with_cutoff_ties,exit,57213579538,Malhotra N.,6,6,115,100,187,163
narrower_query,current_raw,top100_with_cutoff_ties,exit,57216736131,Myrick R.,6,6,115,100,188,164
narrower_query,current_raw,top100_with_cutoff_ties,exit,57217532548,Schwartz J.A.,6,6,115,100,189,165
narrower_query,current_raw,top100_with_cutoff_ties,exit,57218118345,Lee S.,6,6,115,100,190,166
narrower_query,current_raw,top100_with_cutoff_ties,exit,57219597903,Viskupič F.,6,6,115,100,192,167
