authid,name,n_articles,n_us_articles,n_us_explicit,n_us_inferred,n_non_us,n_unclear,n_unreviewed,n_not_applicable,n_us_upper,n_reviewed,annotation_coverage,resolved_geography_coverage,n_geography_conflicts,n_mixed_country_us_articles,article_ids,scope,count_interpretation,us_competition_rank,us_display_position,all_competition_rank
12790066200,Fridkin K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84922327904|85219729284,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1403,984
12806456400,Trager R.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84977506586|85102622232,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1404,984
13005043200,Choi S.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85186842180|85209727702,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1405,984
13105580800,Malka A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85087101841|85113864292,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1406,984
13205011500,Welpe I.M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85035763973|85114942889,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1407,984
13307376100,Caro F.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,82155186847|84860132390,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1408,984
13309695200,Hamer H.M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85135513777|85146158024,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1409,984
13403614000,Feeney M.K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84896490989|85088279135,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1410,984
13404545600,Pasek J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84957603551|85144756007,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1411,984
13605487000,Oesch D.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85041045676|85076480485,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1412,984
13609684600,Perry B.L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85083660102|85131132799,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1413,984
14008527100,Saunders E.N.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85022173682|85054718925,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1414,984
14014013600,Wegner E.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85041325274|85105167739,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1415,984
14022923300,Kosec K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85096638669|85146504074,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1416,984
14029726900,Curșeu P.L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85133626531|85135020854,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1417,984
14030906800,Vedlitz A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84964241141|85017357787,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1418,984
14031144000,Brooks D.J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84860158808|85053334820,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1419,984
14045926900,Tillery A.B.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105024792767|85090128097,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1420,984
14420908200,Barnes J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85177585827|85177591770,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1421,984
14623425000,Svolik M.W.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85078849962|85187871781,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1422,984
14822385800,Kiviat B.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85135341043|85136580833,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1423,984
15046355300,Willem A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84937605565|85074161129,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1424,984
15049433200,Lemieux A.F.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85055673857|85102831504,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1425,984
15071314400,Dowling C.M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85032622230|85062670025,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1426,984
15081614800,Tresch A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84964507821|84994637505,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1427,984
15135104400,Carlin R.E.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85114105553|85165392011,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1428,984
15519602600,Betsch C.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85112799974|85215064019,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1429,984
15727080800,Young L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105015849990|85144396097,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1430,984
15731113900,Maliniak D.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84983252149|85088843042,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1431,984
15749830900,Chiang Y.S.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85079845012|85091681954,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1432,984
16021212100,Alcañiz I.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85072175995|85087944217,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1433,984
16051955700,Eck K.,2,0,0,0,1,0,1,0,1,1,0.5,0.5,0,0,105034372689|85113720597,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1434,984
16176187800,Reeskens T.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85047954881|85110992928,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1435,984
16204797900,Dawes C.T.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84945551333|85119072896,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1436,984
16205155700,Blinder S.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85037669048|85062446861,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1437,984
16232308500,Caner A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105040678928|85156231647,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1438,984
16239402000,Lauderdale B.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85126259805|86000196743,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1439,984
16244109700,Corstange D.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84864004983|84906337303,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1440,984
16402713600,Pearson-Merkowitz S.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85058666048|85182696926,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1441,984
16443861900,Benard S.,2,0,0,0,0,1,1,0,2,1,0.5,0.0,0,0,85095133927|85147585741,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1442,984
16506408400,Escot L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85106060165|85201636677,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1443,984
16548719000,Almeling R.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84927745015|85015675493,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1444,984
16645668200,Formosa P.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105020724441|85128329555,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1445,984
17347367100,Wolf P.J.,2,0,0,0,0,0,1,1,1,1,0.5,0.5,0,0,84931440609|85087549603,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1446,984
17433889900,Derous E.,2,0,0,0,0,1,1,0,2,1,0.5,0.0,0,0,85111958685|85168133308,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1447,984
18133514700,Hollebeek L.D.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85111042015|85152277286,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1448,984
20733521300,Blöbaum A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105013308435|85119998264,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1449,984
20735280100,Popp E.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,82455171728|84858239000,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1450,984
21734202300,Doces J.A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85100336187|85159042145,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1451,984
21739085700,Gibson J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85030461506|85106267418,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1452,984
21834132000,Hierro M.J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85045629840|85048523266,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1453,984
22137091200,Taylor J.K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85040805854|85114383823,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1454,984
22633437500,Breen L.J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85100965182|85195659580,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1455,984
22835970300,Shepherd H.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85050459954|85114047130,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1456,984
22981796700,Sides J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84962176202|84995550345,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1457,984
22985250900,Jungert T.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85072826830|85100535251,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1458,984
23036386900,Sinclair C.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105018398247|84954290347,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1459,984
23095445000,Peterman A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105012405457|85100114795,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1460,984
23388445800,Bekkers V.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85085868733|85100590088,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1461,984
23395063200,Logan D.C.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105016181305|105025440112,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1462,984
23396533100,Hasson H.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85165237426|85219714734,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1463,984
23475861400,Witry M.J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84939576162|85066099680,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1464,984
23478521400,Šerek J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105038641011|85115272816,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1465,984
23479295300,Brunnschweiler C.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105008650143|85208498538,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1466,984
23482491200,Steen-Johnsen K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85100976706|85186880270,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1467,984
23484638200,Fritz Z.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84971454036|85181924764,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1468,984
23490688400,Schlittmeier S.J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105035034535|85199775422,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1469,984
23493857700,Sonderskov K.M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105014460745|85131512080,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1470,984
23967956500,Banks A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85049596734|85088378640,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1471,984
23968845100,Begall K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85128166504|85189242574,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1472,984
23968938600,Grolleau G.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85077749414|85159603053,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1473,984
23971913700,Stites S.D.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85120907807|85198677625,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1474,984
23992155400,Andersen D.J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85054485964|85054745740,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1475,984
23995255100,Dinas E.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85069946976|85129731843,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1476,984
24066153200,Carriero R.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105035791894|85013321881,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1477,984
24080018100,Kahn K.B.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84935056331|85190471348,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1478,984
24170792700,Coan T.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85053542845|85064151968,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1479,984
24178898800,Francis-Tan A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105006796046|105029556278,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1480,984
24330327900,Vance A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84880251288|84939144823,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1481,984
24338372600,Lin-Hi N.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85070375290|85123721069,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1482,984
24338958100,Mattes M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85053500241|85143771108,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1483,984
24345697100,Valenta M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84889098456|84962420684,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1484,984
24363642900,Körösényi A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85121107897|85211595419,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1485,984
24449885200,Zetterberg P.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85090313642|85187453853,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1486,984
24466260800,Decancq K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105048726829|85142354221,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1487,984
24469431300,Wildeman C.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85043329313|85130333449,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1488,984
24473392600,Luijkx R.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85074116249|85078794648,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1489,984
24474772100,Lindekilde L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105048029686|85105510650,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1490,984
24775227400,Däubler T.,2,0,0,0,1,0,1,0,1,1,0.5,0.5,0,0,85119426755|85199982682,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1491,984
24779942000,Schelbe L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85212394504|85215566465,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1492,984
25029373300,Ziegler A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85215092807|85215430584,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1493,984
25031830800,Jonson C.L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85200588412|85212392626,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1494,984
25032175300,Yadav V.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85158109716|85167677841,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1495,984
25224071700,Tinghög G.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105019227366|85123957924,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1496,984
25421348100,Barber L.K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85060921595|85096161270,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1497,984
25422239000,Pagliaro S.,2,0,0,0,1,1,0,0,1,2,1.0,0.5,0,0,85089395177|85108453160,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1498,984
25423035100,Walter S.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85078912286|85117439207,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1499,984
25423218000,Rossman G.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85057116184|85187916593,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1500,984
25626268400,Buttenheim A.M.,2,0,0,0,1,0,1,0,1,1,0.5,0.5,0,0,85126068290|85207263749,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1501,984
25641740700,Pellicer M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85041325274|85081561956,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1502,984
25958334300,Ruppanner L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85177060425|85183114194,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1503,984
26023755300,Thorbjørnsrud K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105032254923|85130613226,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1504,984
26027796100,Dahlberg S.,2,0,0,0,0,1,1,0,2,1,0.5,0.0,0,0,85041497842|85207237163,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1505,984
26032104200,Kilic T.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85100696303|85183533650,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1506,984
26041249100,Wallander L.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84862337715|84938538001,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1507,984
26323223300,Kerner A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105025129668|85094630075,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1508,984
26428584100,Vlassopoulos M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105025462569|85100886140,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1509,984
26433840000,Spruyt B.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85005938286|85058473613,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1510,984
26530837600,Bonikowski B.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85122804975|85147497642,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1511,984
26531977900,Weller N.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85093939316|85179681814,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1512,984
26537795200,Neumann R.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85045123142|85090356574,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1513,984
26537889300,Pearce J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85064709377|85070350450,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1514,984
26634733200,Ahlquist J.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85041173829|85078912286,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1515,984
26642433100,Bunel M.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85106481616|85180649446,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1516,984
26643312100,Coleman E.A.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84958918544|85145509234,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1517,984
26654834400,Giger N.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105022797782|85117203588,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1518,984
26656818300,Koch A.K.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,85055550361|85124192504,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1519,984
26666997100,Meierrieks D.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105003243541|105034065017,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1520,984
27468015800,Yeager D.S.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,79952662896|84858190729,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1521,984
28767753100,Lust E.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84924347797|85170290538,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1522,984
29967575800,Weymouth S.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,105005711925|85179982415,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1523,984
31067533600,Villalobos J.D.,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0,0,84983360038|85008250400,all_first_last_authors,"query-candidate articles with reviewed US sample evidence; unresolved upper counts are scenarios, not confidence intervals",458,1524,984
