variant,display_position,competition_rank,authid,name,n_articles,n_first,n_last,n_sole,n_first_excluding_sole,n_last_excluding_sole,score_tie_size,article_ids,scopus_author_url,status
narrower_query,2773,2652,6508243528,Sorens J.,1,0,1,0,0,1,9283,85135277158,https://www.scopus.com/authid/detail.uri?authorId=6508243528,unvalidated_query_candidate_articles
narrower_query,2774,2652,6508272518,Benbaji Y.,1,1,0,0,1,0,9283,84950111310,https://www.scopus.com/authid/detail.uri?authorId=6508272518,unvalidated_query_candidate_articles
narrower_query,2775,2652,6508273756,Canache D.,1,1,0,0,1,0,9283,85120550900,https://www.scopus.com/authid/detail.uri?authorId=6508273756,unvalidated_query_candidate_articles
narrower_query,2776,2652,6508296287,Armantier O.,1,1,0,0,1,0,9283,84978383963,https://www.scopus.com/authid/detail.uri?authorId=6508296287,unvalidated_query_candidate_articles
narrower_query,2777,2652,6508323655,Terum L.,1,1,0,0,1,0,9283,85015026292,https://www.scopus.com/authid/detail.uri?authorId=6508323655,unvalidated_query_candidate_articles
narrower_query,2778,2652,6508329465,Gwiasda G.W.,1,0,1,0,0,1,9283,77950941472,https://www.scopus.com/authid/detail.uri?authorId=6508329465,unvalidated_query_candidate_articles
narrower_query,2779,2652,6508352468,Saguy A.C.,1,1,0,0,1,0,9283,84899913089,https://www.scopus.com/authid/detail.uri?authorId=6508352468,unvalidated_query_candidate_articles
narrower_query,2780,2652,6508363434,Ruhs M.,1,0,1,0,0,1,9283,105034682425,https://www.scopus.com/authid/detail.uri?authorId=6508363434,unvalidated_query_candidate_articles
narrower_query,2781,2652,6508390351,Serber E.R.,1,1,0,0,1,0,9283,77649180734,https://www.scopus.com/authid/detail.uri?authorId=6508390351,unvalidated_query_candidate_articles
narrower_query,2782,2652,6601924137,Sniderman P.M.,1,1,1,1,0,0,9283,85165345356,https://www.scopus.com/authid/detail.uri?authorId=6601924137,unvalidated_query_candidate_articles
narrower_query,2783,2652,6601953528,Mouazen A.M.,1,0,1,0,0,1,9283,85199271305,https://www.scopus.com/authid/detail.uri?authorId=6601953528,unvalidated_query_candidate_articles
narrower_query,2784,2652,6601955323,Reisenzein R.,1,1,0,0,1,0,9283,105022086443,https://www.scopus.com/authid/detail.uri?authorId=6601955323,unvalidated_query_candidate_articles
narrower_query,2785,2652,6601967769,Fiorito J.,1,1,0,0,1,0,9283,85100911911,https://www.scopus.com/authid/detail.uri?authorId=6601967769,unvalidated_query_candidate_articles
narrower_query,2786,2652,6601985595,Costelloe M.,1,1,0,0,1,0,9283,85058398410,https://www.scopus.com/authid/detail.uri?authorId=6601985595,unvalidated_query_candidate_articles
narrower_query,2787,2652,6601986894,Olley B.,1,1,0,0,1,0,9283,84958545456,https://www.scopus.com/authid/detail.uri?authorId=6601986894,unvalidated_query_candidate_articles
narrower_query,2788,2652,6601992604,Klandermans B.,1,0,1,0,0,1,9283,85070721033,https://www.scopus.com/authid/detail.uri?authorId=6601992604,unvalidated_query_candidate_articles
narrower_query,2789,2652,6602076925,Van Boven L.,1,0,1,0,0,1,9283,85120425286,https://www.scopus.com/authid/detail.uri?authorId=6602076925,unvalidated_query_candidate_articles
narrower_query,2790,2652,6602078802,Schwitzgebel E.,1,1,0,0,1,0,9283,85088658749,https://www.scopus.com/authid/detail.uri?authorId=6602078802,unvalidated_query_candidate_articles
narrower_query,2791,2652,6602086370,Arin K.P.,1,1,0,0,1,0,9283,85194821044,https://www.scopus.com/authid/detail.uri?authorId=6602086370,unvalidated_query_candidate_articles
narrower_query,2792,2652,6602088021,Galperin H.,1,0,1,0,0,1,9283,85107501518,https://www.scopus.com/authid/detail.uri?authorId=6602088021,unvalidated_query_candidate_articles
narrower_query,2793,2652,6602090638,Yashar B.M.,1,0,1,0,0,1,9283,84956844791,https://www.scopus.com/authid/detail.uri?authorId=6602090638,unvalidated_query_candidate_articles
narrower_query,2794,2652,6602100286,Radomsky A.S.,1,0,1,0,0,1,9283,85176255308,https://www.scopus.com/authid/detail.uri?authorId=6602100286,unvalidated_query_candidate_articles
narrower_query,2795,2652,6602104017,Crepaz M.M.L.,1,1,1,1,0,0,9283,85197902746,https://www.scopus.com/authid/detail.uri?authorId=6602104017,unvalidated_query_candidate_articles
narrower_query,2796,2652,6602115689,Gohmann S.,1,0,1,0,0,1,9283,85143858690,https://www.scopus.com/authid/detail.uri?authorId=6602115689,unvalidated_query_candidate_articles
narrower_query,2797,2652,6602116185,Patt A.G.,1,0,1,0,0,1,9283,85054757575,https://www.scopus.com/authid/detail.uri?authorId=6602116185,unvalidated_query_candidate_articles
narrower_query,2798,2652,6602116782,Wernstedt K.,1,0,1,0,0,1,9283,85088817409,https://www.scopus.com/authid/detail.uri?authorId=6602116782,unvalidated_query_candidate_articles
narrower_query,2799,2652,6602124911,Sulsky L.M.,1,1,0,0,1,0,9283,84944706691,https://www.scopus.com/authid/detail.uri?authorId=6602124911,unvalidated_query_candidate_articles
narrower_query,2800,2652,6602126505,Rasinski K.A.,1,1,0,0,1,0,9283,82255191868,https://www.scopus.com/authid/detail.uri?authorId=6602126505,unvalidated_query_candidate_articles
narrower_query,2801,2652,6602134841,Hagger M.S.,1,1,0,0,1,0,9283,84897962198,https://www.scopus.com/authid/detail.uri?authorId=6602134841,unvalidated_query_candidate_articles
narrower_query,2802,2652,6602142300,Lickel B.,1,0,1,0,0,1,9283,85122153971,https://www.scopus.com/authid/detail.uri?authorId=6602142300,unvalidated_query_candidate_articles
narrower_query,2803,2652,6602143678,Loken B.,1,1,0,0,1,0,9283,85100124958,https://www.scopus.com/authid/detail.uri?authorId=6602143678,unvalidated_query_candidate_articles
narrower_query,2804,2652,6602146413,Hochschild J.,1,1,0,0,1,0,9283,85103499459,https://www.scopus.com/authid/detail.uri?authorId=6602146413,unvalidated_query_candidate_articles
narrower_query,2805,2652,6602156578,Chatzisarantis N.L.D.,1,0,1,0,0,1,9283,84897962198,https://www.scopus.com/authid/detail.uri?authorId=6602156578,unvalidated_query_candidate_articles
narrower_query,2806,2652,6602163999,Ben-ari R.,1,0,1,0,0,1,9283,85017535918,https://www.scopus.com/authid/detail.uri?authorId=6602163999,unvalidated_query_candidate_articles
narrower_query,2807,2652,6602167774,Bucy E.P.,1,0,1,0,0,1,9283,85143604059,https://www.scopus.com/authid/detail.uri?authorId=6602167774,unvalidated_query_candidate_articles
narrower_query,2808,2652,6602213082,Ginis K.A.M.,1,0,1,0,0,1,9283,84887261251,https://www.scopus.com/authid/detail.uri?authorId=6602213082,unvalidated_query_candidate_articles
narrower_query,2809,2652,6602224225,Nieuwbeerta P.,1,0,1,0,0,1,9283,105001068201,https://www.scopus.com/authid/detail.uri?authorId=6602224225,unvalidated_query_candidate_articles
narrower_query,2810,2652,6602226307,Sheeler R.D.,1,1,0,0,1,0,9283,84978766856,https://www.scopus.com/authid/detail.uri?authorId=6602226307,unvalidated_query_candidate_articles
narrower_query,2811,2652,6602227594,Tsafrir A.,1,0,1,0,0,1,9283,84885909502,https://www.scopus.com/authid/detail.uri?authorId=6602227594,unvalidated_query_candidate_articles
narrower_query,2812,2652,6602228540,Steg L.,1,0,1,0,0,1,9283,86000080205,https://www.scopus.com/authid/detail.uri?authorId=6602228540,unvalidated_query_candidate_articles
narrower_query,2813,2652,6602237699,Overbye E.,1,0,1,0,0,1,9283,85015026292,https://www.scopus.com/authid/detail.uri?authorId=6602237699,unvalidated_query_candidate_articles
narrower_query,2814,2652,6602242326,Wantchekon L.,1,0,1,0,0,1,9283,85099537007,https://www.scopus.com/authid/detail.uri?authorId=6602242326,unvalidated_query_candidate_articles
narrower_query,2815,2652,6602246665,Yap O.,1,1,1,1,0,0,9283,84875797748,https://www.scopus.com/authid/detail.uri?authorId=6602246665,unvalidated_query_candidate_articles
narrower_query,2816,2652,6602247197,Méon P.G.,1,0,1,0,0,1,9283,85185516367,https://www.scopus.com/authid/detail.uri?authorId=6602247197,unvalidated_query_candidate_articles
narrower_query,2817,2652,6602250812,Oenema A.,1,0,1,0,0,1,9283,85094861671,https://www.scopus.com/authid/detail.uri?authorId=6602250812,unvalidated_query_candidate_articles
narrower_query,2818,2652,6602253495,Galliher R.V.,1,0,1,0,0,1,9283,85142720865,https://www.scopus.com/authid/detail.uri?authorId=6602253495,unvalidated_query_candidate_articles
narrower_query,2819,2652,6602274167,Fiksenbaum L.,1,0,1,0,0,1,9283,85053670796,https://www.scopus.com/authid/detail.uri?authorId=6602274167,unvalidated_query_candidate_articles
narrower_query,2820,2652,6602277868,Madrian B.C.,1,0,1,0,0,1,9283,84951003254,https://www.scopus.com/authid/detail.uri?authorId=6602277868,unvalidated_query_candidate_articles
narrower_query,2821,2652,6602281748,Colombatto E.,1,0,1,0,0,1,9283,105002231965,https://www.scopus.com/authid/detail.uri?authorId=6602281748,unvalidated_query_candidate_articles
narrower_query,2822,2652,6602294266,Steinmo S.,1,0,1,0,0,1,9283,85104447444,https://www.scopus.com/authid/detail.uri?authorId=6602294266,unvalidated_query_candidate_articles
narrower_query,2823,2652,6602298752,Herne K.,1,1,0,0,1,0,9283,85124773382,https://www.scopus.com/authid/detail.uri?authorId=6602298752,unvalidated_query_candidate_articles
narrower_query,2824,2652,6602298978,Kazaura M.R.,1,1,0,0,1,0,9283,84973862000,https://www.scopus.com/authid/detail.uri?authorId=6602298978,unvalidated_query_candidate_articles
narrower_query,2825,2652,6602301804,Veenstra-VanderWeele J.,1,0,1,0,0,1,9283,85030317816,https://www.scopus.com/authid/detail.uri?authorId=6602301804,unvalidated_query_candidate_articles
narrower_query,2826,2652,6602306343,Haselgrove M.,1,0,1,0,0,1,9283,85135774271,https://www.scopus.com/authid/detail.uri?authorId=6602306343,unvalidated_query_candidate_articles
narrower_query,2827,2652,6602318923,Montpetit É.,1,1,0,0,1,0,9283,84937251689,https://www.scopus.com/authid/detail.uri?authorId=6602318923,unvalidated_query_candidate_articles
narrower_query,2828,2652,6602330678,Eisenstadt T.A.,1,1,0,0,1,0,9283,85191745594,https://www.scopus.com/authid/detail.uri?authorId=6602330678,unvalidated_query_candidate_articles
narrower_query,2829,2652,6602343552,Kaplowitz S.A.,1,1,0,0,1,0,9283,84945532137,https://www.scopus.com/authid/detail.uri?authorId=6602343552,unvalidated_query_candidate_articles
narrower_query,2830,2652,6602353571,Achterberg P.,1,1,1,1,0,0,9283,84904053706,https://www.scopus.com/authid/detail.uri?authorId=6602353571,unvalidated_query_candidate_articles
narrower_query,2831,2652,6602361014,Gennetian L.A.,1,0,1,0,0,1,9283,85216854151,https://www.scopus.com/authid/detail.uri?authorId=6602361014,unvalidated_query_candidate_articles
narrower_query,2832,2652,6602363790,Schambach T.P.,1,0,1,0,0,1,9283,84877673282,https://www.scopus.com/authid/detail.uri?authorId=6602363790,unvalidated_query_candidate_articles
narrower_query,2833,2652,6602364598,Isernia P.,1,0,1,0,0,1,9283,85105685379,https://www.scopus.com/authid/detail.uri?authorId=6602364598,unvalidated_query_candidate_articles
narrower_query,2834,2652,6602365934,Kiesel A.,1,0,1,0,0,1,9283,85161181234,https://www.scopus.com/authid/detail.uri?authorId=6602365934,unvalidated_query_candidate_articles
narrower_query,2835,2652,6602386277,van der Brug W.,1,0,1,0,0,1,9283,85075334741,https://www.scopus.com/authid/detail.uri?authorId=6602386277,unvalidated_query_candidate_articles
narrower_query,2836,2652,6602398574,Sedelmeier U.,1,0,1,0,0,1,9283,85173494123,https://www.scopus.com/authid/detail.uri?authorId=6602398574,unvalidated_query_candidate_articles
narrower_query,2837,2652,6602405220,Braüninger T.,1,1,0,0,1,0,9283,85119401868,https://www.scopus.com/authid/detail.uri?authorId=6602405220,unvalidated_query_candidate_articles
narrower_query,2838,2652,6602410458,d'Arripe-Longueville F.,1,0,1,0,0,1,9283,84936177761,https://www.scopus.com/authid/detail.uri?authorId=6602410458,unvalidated_query_candidate_articles
narrower_query,2839,2652,6602442458,Margetts H.,1,0,1,0,0,1,9283,86000640200,https://www.scopus.com/authid/detail.uri?authorId=6602442458,unvalidated_query_candidate_articles
narrower_query,2840,2652,6602455593,Akins S.,1,0,1,0,0,1,9283,85131935481,https://www.scopus.com/authid/detail.uri?authorId=6602455593,unvalidated_query_candidate_articles
narrower_query,2841,2652,6602457647,Winstok Z.,1,0,1,0,0,1,9283,105046217989,https://www.scopus.com/authid/detail.uri?authorId=6602457647,unvalidated_query_candidate_articles
narrower_query,2842,2652,6602459820,Svartdal F.,1,0,1,0,0,1,9283,85046294101,https://www.scopus.com/authid/detail.uri?authorId=6602459820,unvalidated_query_candidate_articles
narrower_query,2843,2652,6602469531,Lomas T.,1,1,1,1,0,0,9283,85063863752,https://www.scopus.com/authid/detail.uri?authorId=6602469531,unvalidated_query_candidate_articles
narrower_query,2844,2652,6602472447,van Prooijen J.W.,1,0,1,0,0,1,9283,84996799405,https://www.scopus.com/authid/detail.uri?authorId=6602472447,unvalidated_query_candidate_articles
narrower_query,2845,2652,6602475480,Gruenewald T.L.,1,0,1,0,0,1,9283,84992381870,https://www.scopus.com/authid/detail.uri?authorId=6602475480,unvalidated_query_candidate_articles
narrower_query,2846,2652,6602492145,Bucciarelli M.,1,1,0,0,1,0,9283,84929277260,https://www.scopus.com/authid/detail.uri?authorId=6602492145,unvalidated_query_candidate_articles
narrower_query,2847,2652,6602494550,Luskin R.,1,1,0,0,1,0,9283,79958833504,https://www.scopus.com/authid/detail.uri?authorId=6602494550,unvalidated_query_candidate_articles
narrower_query,2848,2652,6602498748,Arriaga R.I.,1,0,1,0,0,1,9283,105004259427,https://www.scopus.com/authid/detail.uri?authorId=6602498748,unvalidated_query_candidate_articles
narrower_query,2849,2652,6602512550,Goodliffe J.,1,1,0,0,1,0,9283,85198292465,https://www.scopus.com/authid/detail.uri?authorId=6602512550,unvalidated_query_candidate_articles
narrower_query,2850,2652,6602515271,Golby J.,1,1,0,0,1,0,9283,85034439604,https://www.scopus.com/authid/detail.uri?authorId=6602515271,unvalidated_query_candidate_articles
narrower_query,2851,2652,6602541788,Torsvik G.,1,0,1,0,0,1,9283,84956951259,https://www.scopus.com/authid/detail.uri?authorId=6602541788,unvalidated_query_candidate_articles
narrower_query,2852,2652,6602544767,DeBeer S.,1,0,1,0,0,1,9283,84947223717,https://www.scopus.com/authid/detail.uri?authorId=6602544767,unvalidated_query_candidate_articles
narrower_query,2853,2652,6602554995,Bailis D.S.,1,0,1,0,0,1,9283,85052648835,https://www.scopus.com/authid/detail.uri?authorId=6602554995,unvalidated_query_candidate_articles
narrower_query,2854,2652,6602562959,Bech-Larsen T.,1,1,0,0,1,0,9283,85198316553,https://www.scopus.com/authid/detail.uri?authorId=6602562959,unvalidated_query_candidate_articles
narrower_query,2855,2652,6602574842,Bellagamba F.,1,0,1,0,0,1,9283,85192351129,https://www.scopus.com/authid/detail.uri?authorId=6602574842,unvalidated_query_candidate_articles
narrower_query,2856,2652,6602585494,Welzel C.,1,0,1,0,0,1,9283,85018794230,https://www.scopus.com/authid/detail.uri?authorId=6602585494,unvalidated_query_candidate_articles
narrower_query,2857,2652,6602585549,Job O.,1,1,0,0,1,0,9283,84877691576,https://www.scopus.com/authid/detail.uri?authorId=6602585549,unvalidated_query_candidate_articles
narrower_query,2858,2652,6602601724,Puhl R.M.,1,1,0,0,1,0,9283,79958826679,https://www.scopus.com/authid/detail.uri?authorId=6602601724,unvalidated_query_candidate_articles
narrower_query,2859,2652,6602602634,Bereby-Meyer Y.,1,0,1,0,0,1,9283,85014719943,https://www.scopus.com/authid/detail.uri?authorId=6602602634,unvalidated_query_candidate_articles
narrower_query,2860,2652,6602622718,Plutzer E.,1,1,0,0,1,0,9283,85216299312,https://www.scopus.com/authid/detail.uri?authorId=6602622718,unvalidated_query_candidate_articles
narrower_query,2861,2652,6602631792,Gwizdka J.,1,1,0,0,1,0,9283,85029612266,https://www.scopus.com/authid/detail.uri?authorId=6602631792,unvalidated_query_candidate_articles
narrower_query,2862,2652,6602633375,Dagan H.,1,1,0,0,1,0,9283,85129754540,https://www.scopus.com/authid/detail.uri?authorId=6602633375,unvalidated_query_candidate_articles
narrower_query,2863,2652,6602670041,Beike D.R.,1,0,1,0,0,1,9283,85050263387,https://www.scopus.com/authid/detail.uri?authorId=6602670041,unvalidated_query_candidate_articles
narrower_query,2864,2652,6602672700,Trottier L.,1,0,1,0,0,1,9283,85114370534,https://www.scopus.com/authid/detail.uri?authorId=6602672700,unvalidated_query_candidate_articles
narrower_query,2865,2652,6602678629,Frickel S.,1,0,1,0,0,1,9283,84921455919,https://www.scopus.com/authid/detail.uri?authorId=6602678629,unvalidated_query_candidate_articles
narrower_query,2866,2652,6602689650,Tuschen-Caffier B.,1,0,1,0,0,1,9283,85131763281,https://www.scopus.com/authid/detail.uri?authorId=6602689650,unvalidated_query_candidate_articles
narrower_query,2867,2652,6602689838,van Ryn M.,1,0,1,0,0,1,9283,84903310507,https://www.scopus.com/authid/detail.uri?authorId=6602689838,unvalidated_query_candidate_articles
narrower_query,2868,2652,6602698835,Doosje B.,1,0,1,0,0,1,9283,85176265881,https://www.scopus.com/authid/detail.uri?authorId=6602698835,unvalidated_query_candidate_articles
narrower_query,2869,2652,6602700252,Lemyre L.,1,0,1,0,0,1,9283,84877878010,https://www.scopus.com/authid/detail.uri?authorId=6602700252,unvalidated_query_candidate_articles
narrower_query,2870,2652,6602700910,Peoples C.D.,1,0,1,0,0,1,9283,105044617291,https://www.scopus.com/authid/detail.uri?authorId=6602700910,unvalidated_query_candidate_articles
narrower_query,2871,2652,6602703767,Serin R.,1,0,1,0,0,1,9283,84928398485,https://www.scopus.com/authid/detail.uri?authorId=6602703767,unvalidated_query_candidate_articles
narrower_query,2872,2652,6602707505,Morss R.E.,1,1,0,0,1,0,9283,85042088071,https://www.scopus.com/authid/detail.uri?authorId=6602707505,unvalidated_query_candidate_articles
narrower_query,2873,2652,6602712238,Pontusson J.,1,0,1,0,0,1,9283,85124501942,https://www.scopus.com/authid/detail.uri?authorId=6602712238,unvalidated_query_candidate_articles
narrower_query,2874,2652,6602714670,Leighley J.,1,0,1,0,0,1,9283,85213358307,https://www.scopus.com/authid/detail.uri?authorId=6602714670,unvalidated_query_candidate_articles
narrower_query,2875,2652,6602714831,Benabdelmouna A.,1,1,0,0,1,0,9283,85049318932,https://www.scopus.com/authid/detail.uri?authorId=6602714831,unvalidated_query_candidate_articles
narrower_query,2876,2652,6602724058,Clay-Warner J.,1,1,0,0,1,0,9283,85198365223,https://www.scopus.com/authid/detail.uri?authorId=6602724058,unvalidated_query_candidate_articles
narrower_query,2877,2652,6602729382,Evertsson M.,1,0,1,0,0,1,9283,85175430342,https://www.scopus.com/authid/detail.uri?authorId=6602729382,unvalidated_query_candidate_articles
narrower_query,2878,2652,6602743380,Haselton M.G.,1,0,1,0,0,1,9283,85023764653,https://www.scopus.com/authid/detail.uri?authorId=6602743380,unvalidated_query_candidate_articles
narrower_query,2879,2652,6602746736,Png I.P.L.,1,0,1,0,0,1,9283,105016593587,https://www.scopus.com/authid/detail.uri?authorId=6602746736,unvalidated_query_candidate_articles
narrower_query,2880,2652,6602753010,Spece R.,1,1,0,0,1,0,9283,84985864658,https://www.scopus.com/authid/detail.uri?authorId=6602753010,unvalidated_query_candidate_articles
narrower_query,2881,2652,6602759224,Dotan Y.,1,0,1,0,0,1,9283,85087093352,https://www.scopus.com/authid/detail.uri?authorId=6602759224,unvalidated_query_candidate_articles
narrower_query,2882,2652,6602762014,Goethals F.,1,1,0,0,1,0,9283,85148661109,https://www.scopus.com/authid/detail.uri?authorId=6602762014,unvalidated_query_candidate_articles
narrower_query,2883,2652,6602764751,Jagsi R.,1,0,1,0,0,1,9283,85134512380,https://www.scopus.com/authid/detail.uri?authorId=6602764751,unvalidated_query_candidate_articles
narrower_query,2884,2652,6602768172,Singelis T.M.,1,1,0,0,1,0,9283,85042933726,https://www.scopus.com/authid/detail.uri?authorId=6602768172,unvalidated_query_candidate_articles
narrower_query,2885,2652,6602768235,Tillmann P.,1,0,1,0,0,1,9283,85214339128,https://www.scopus.com/authid/detail.uri?authorId=6602768235,unvalidated_query_candidate_articles
narrower_query,2886,2652,6602768917,Padavic I.,1,0,1,0,0,1,9283,85100911911,https://www.scopus.com/authid/detail.uri?authorId=6602768917,unvalidated_query_candidate_articles
narrower_query,2887,2652,6602772925,Voeten E.,1,0,1,0,0,1,9283,85119473120,https://www.scopus.com/authid/detail.uri?authorId=6602772925,unvalidated_query_candidate_articles
narrower_query,2888,2652,6602779290,Grietens H.,1,0,1,0,0,1,9283,85126325764,https://www.scopus.com/authid/detail.uri?authorId=6602779290,unvalidated_query_candidate_articles
narrower_query,2889,2652,6602784503,Papamichail K.N.,1,0,1,0,0,1,9283,84979084044,https://www.scopus.com/authid/detail.uri?authorId=6602784503,unvalidated_query_candidate_articles
narrower_query,2890,2652,6602786086,Einarsen S.,1,0,1,0,0,1,9283,85021200122,https://www.scopus.com/authid/detail.uri?authorId=6602786086,unvalidated_query_candidate_articles
narrower_query,2891,2652,6602790730,Gilens M.,1,0,1,0,0,1,9283,105021654617,https://www.scopus.com/authid/detail.uri?authorId=6602790730,unvalidated_query_candidate_articles
narrower_query,2892,2652,6602791492,Lascher E.L.,1,0,1,0,0,1,9283,85194380866,https://www.scopus.com/authid/detail.uri?authorId=6602791492,unvalidated_query_candidate_articles
narrower_query,2893,2652,6602797557,Kroska A.,1,0,1,0,0,1,9283,85123286188,https://www.scopus.com/authid/detail.uri?authorId=6602797557,unvalidated_query_candidate_articles
narrower_query,2894,2652,6602804263,Desposato S.,1,0,1,0,0,1,9283,84938415222,https://www.scopus.com/authid/detail.uri?authorId=6602804263,unvalidated_query_candidate_articles
narrower_query,2895,2652,6602807672,Luchini S.,1,0,1,0,0,1,9283,85101121301,https://www.scopus.com/authid/detail.uri?authorId=6602807672,unvalidated_query_candidate_articles
narrower_query,2896,2652,6602814751,Feiock R.C.,1,0,1,0,0,1,9283,85127125550,https://www.scopus.com/authid/detail.uri?authorId=6602814751,unvalidated_query_candidate_articles
narrower_query,2897,2652,6602835424,Kuipers S.,1,0,1,0,0,1,9283,105010482123,https://www.scopus.com/authid/detail.uri?authorId=6602835424,unvalidated_query_candidate_articles
narrower_query,2898,2652,6602851785,Bordignon M.,1,1,0,0,1,0,9283,105042587917,https://www.scopus.com/authid/detail.uri?authorId=6602851785,unvalidated_query_candidate_articles
narrower_query,2899,2652,6602859199,Grøholt B.,1,0,1,0,0,1,9283,84961190121,https://www.scopus.com/authid/detail.uri?authorId=6602859199,unvalidated_query_candidate_articles
narrower_query,2900,2652,6602862372,Gartzke E.,1,0,1,0,0,1,9283,85156134798,https://www.scopus.com/authid/detail.uri?authorId=6602862372,unvalidated_query_candidate_articles
narrower_query,2901,2652,6602867047,Poutvaara P.,1,0,1,0,0,1,9283,105013176186,https://www.scopus.com/authid/detail.uri?authorId=6602867047,unvalidated_query_candidate_articles
narrower_query,2902,2652,6602867472,Ashur S.,1,0,1,0,0,1,9283,85202823630,https://www.scopus.com/authid/detail.uri?authorId=6602867472,unvalidated_query_candidate_articles
narrower_query,2903,2652,6602880955,Van Beukering P.,1,0,1,0,0,1,9283,105043494359,https://www.scopus.com/authid/detail.uri?authorId=6602880955,unvalidated_query_candidate_articles
narrower_query,2904,2652,6602882351,Frondel M.,1,1,0,0,1,0,9283,105010306210,https://www.scopus.com/authid/detail.uri?authorId=6602882351,unvalidated_query_candidate_articles
narrower_query,2905,2652,6602885829,Gilljam M.,1,0,1,0,0,1,9283,84889633647,https://www.scopus.com/authid/detail.uri?authorId=6602885829,unvalidated_query_candidate_articles
narrower_query,2906,2652,6602885924,Dorussen H.,1,0,1,0,0,1,9283,85169823316,https://www.scopus.com/authid/detail.uri?authorId=6602885924,unvalidated_query_candidate_articles
narrower_query,2907,2652,6602926799,Krystallis A.,1,1,0,0,1,0,9283,85107337857,https://www.scopus.com/authid/detail.uri?authorId=6602926799,unvalidated_query_candidate_articles
narrower_query,2908,2652,6602931718,Boren-Alpizar A.,1,0,1,0,0,1,9283,85212284360,https://www.scopus.com/authid/detail.uri?authorId=6602931718,unvalidated_query_candidate_articles
narrower_query,2909,2652,6602942718,Ginges J.,1,0,1,0,0,1,9283,78651518755,https://www.scopus.com/authid/detail.uri?authorId=6602942718,unvalidated_query_candidate_articles
narrower_query,2910,2652,6602944403,Jürges H.,1,1,0,0,1,0,9283,84870564570,https://www.scopus.com/authid/detail.uri?authorId=6602944403,unvalidated_query_candidate_articles
narrower_query,2911,2652,6602946442,Loschky L.,1,0,1,0,0,1,9283,77952861020,https://www.scopus.com/authid/detail.uri?authorId=6602946442,unvalidated_query_candidate_articles
narrower_query,2912,2652,6602950323,Kelemen R.D.,1,1,0,0,1,0,9283,85179917717,https://www.scopus.com/authid/detail.uri?authorId=6602950323,unvalidated_query_candidate_articles
narrower_query,2913,2652,6602955255,Zajac L.,1,0,1,0,0,1,9283,80051883854,https://www.scopus.com/authid/detail.uri?authorId=6602955255,unvalidated_query_candidate_articles
narrower_query,2914,2652,6602965052,Spencer-Rodgers J.,1,1,0,0,1,0,9283,84959231696,https://www.scopus.com/authid/detail.uri?authorId=6602965052,unvalidated_query_candidate_articles
narrower_query,2915,2652,6602965752,Ketzenberg M.,1,0,1,0,0,1,9283,85122265535,https://www.scopus.com/authid/detail.uri?authorId=6602965752,unvalidated_query_candidate_articles
narrower_query,2916,2652,6602991268,Strunk D.R.,1,0,1,0,0,1,9283,85161424892,https://www.scopus.com/authid/detail.uri?authorId=6602991268,unvalidated_query_candidate_articles
narrower_query,2917,2652,6602996520,Schendan H.E.,1,0,1,0,0,1,9283,84988005883,https://www.scopus.com/authid/detail.uri?authorId=6602996520,unvalidated_query_candidate_articles
narrower_query,2918,2652,6603004345,Camillus J.,1,0,1,0,0,1,9283,84925137431,https://www.scopus.com/authid/detail.uri?authorId=6603004345,unvalidated_query_candidate_articles
narrower_query,2919,2652,6603004669,Hansmann R.,1,0,1,0,0,1,9283,85111640842,https://www.scopus.com/authid/detail.uri?authorId=6603004669,unvalidated_query_candidate_articles
narrower_query,2920,2652,6603008447,Maredia M.K.,1,0,1,0,0,1,9283,105046391979,https://www.scopus.com/authid/detail.uri?authorId=6603008447,unvalidated_query_candidate_articles
narrower_query,2921,2652,6603010460,Souchon A.L.,1,0,1,0,0,1,9283,85048079880,https://www.scopus.com/authid/detail.uri?authorId=6603010460,unvalidated_query_candidate_articles
narrower_query,2922,2652,6603024008,Aars J.,1,0,1,0,0,1,9283,85074815430,https://www.scopus.com/authid/detail.uri?authorId=6603024008,unvalidated_query_candidate_articles
narrower_query,2923,2652,6603028848,Tserpes G.,1,1,0,0,1,0,9283,84873739468,https://www.scopus.com/authid/detail.uri?authorId=6603028848,unvalidated_query_candidate_articles
narrower_query,2924,2652,6603030665,Sisti D.A.,1,0,1,0,0,1,9283,84925271000,https://www.scopus.com/authid/detail.uri?authorId=6603030665,unvalidated_query_candidate_articles
narrower_query,2925,2652,6603033155,Garand J.C.,1,0,1,0,0,1,9283,85192543255,https://www.scopus.com/authid/detail.uri?authorId=6603033155,unvalidated_query_candidate_articles
narrower_query,2926,2652,6603045072,Bimber B.,1,0,1,0,0,1,9283,85041600745,https://www.scopus.com/authid/detail.uri?authorId=6603045072,unvalidated_query_candidate_articles
narrower_query,2927,2652,6603046435,Fridlund A.J.,1,0,1,0,0,1,9283,84874724915,https://www.scopus.com/authid/detail.uri?authorId=6603046435,unvalidated_query_candidate_articles
narrower_query,2928,2652,6603047361,Surian L.,1,0,1,0,0,1,9283,105002667608,https://www.scopus.com/authid/detail.uri?authorId=6603047361,unvalidated_query_candidate_articles
narrower_query,2929,2652,6603055733,Georgellis Y.,1,1,0,0,1,0,9283,85038873543,https://www.scopus.com/authid/detail.uri?authorId=6603055733,unvalidated_query_candidate_articles
