position,score_rank,authid,name,n_articles,n_text_cue_articles,n_first,n_last,n_panel_cue_articles,panel_provider_cues,fractional_credit_on_counted_articles,tess_investigator_in_frozen_roster,article_ids,scopus_author_url,status
3023,2190,15127614600,Sibthorp J.,1,0,0,1,0,,0.333333,false,84901387732,https://www.scopus.com/authid/detail.uri?authorId=15127614600,provisional_query_candidates
3024,2190,15130493000,Geiger B.,1,1,1,1,1,YouGov,1.0,false,85103199690,https://www.scopus.com/authid/detail.uri?authorId=15130493000,provisional_query_candidates
3025,2190,15724951100,Glauber R.,1,0,0,1,0,,0.333333,false,105014597418,https://www.scopus.com/authid/detail.uri?authorId=15724951100,provisional_query_candidates
3026,2190,15727341000,Avelino G.,1,0,0,1,0,,0.333333,false,85149670805,https://www.scopus.com/authid/detail.uri?authorId=15727341000,provisional_query_candidates
3027,2190,15728405500,Skivenes M.,1,1,0,1,0,,0.5,false,105028587770,https://www.scopus.com/authid/detail.uri?authorId=15728405500,provisional_query_candidates
3028,2190,15729030700,Lindhjem H.,1,0,0,1,0,,0.333333,false,105042503121,https://www.scopus.com/authid/detail.uri?authorId=15729030700,provisional_query_candidates
3029,2190,15730928000,Fløttum K.,1,1,0,1,0,,0.333333,false,85076304740,https://www.scopus.com/authid/detail.uri?authorId=15730928000,provisional_query_candidates
3030,2190,15732100200,Wallace D.,1,1,1,0,0,,0.2,false,105034583584,https://www.scopus.com/authid/detail.uri?authorId=15732100200,provisional_query_candidates
3031,2190,15741848600,Skinner K.K.,1,0,0,1,0,,0.333333,false,85142100167,https://www.scopus.com/authid/detail.uri?authorId=15741848600,provisional_query_candidates
3032,2190,15751636900,Rojas F.,1,1,0,1,0,,0.5,false,85147362147,https://www.scopus.com/authid/detail.uri?authorId=15751636900,provisional_query_candidates
3033,2190,15757311200,Hove T.,1,1,0,1,0,,0.5,false,85185495655,https://www.scopus.com/authid/detail.uri?authorId=15757311200,provisional_query_candidates
3034,2190,15757321900,Goerres A.,1,1,0,1,0,,0.5,false,85062010445,https://www.scopus.com/authid/detail.uri?authorId=15757321900,provisional_query_candidates
3035,2190,15758204800,Sandefur J.,1,0,0,1,0,,0.25,false,105012831895,https://www.scopus.com/authid/detail.uri?authorId=15758204800,provisional_query_candidates
3036,2190,15760925400,Nicoletti C.,1,1,0,1,0,,0.333333,false,85012893728,https://www.scopus.com/authid/detail.uri?authorId=15760925400,provisional_query_candidates
3037,2190,15763689200,Seabrooke L.,1,0,0,1,0,,0.25,false,105017996801,https://www.scopus.com/authid/detail.uri?authorId=15763689200,provisional_query_candidates
3038,2190,15769409900,Jacobsen R.,1,0,1,0,0,,0.333333,true,84907980500,https://www.scopus.com/authid/detail.uri?authorId=15769409900,provisional_query_candidates
3039,2190,15769615500,Hershcovis M.S.,1,1,1,0,0,,0.5,false,85025622336,https://www.scopus.com/authid/detail.uri?authorId=15769615500,provisional_query_candidates
3040,2190,15770181100,Olsen O.K.,1,1,1,0,0,,0.25,false,85078424448,https://www.scopus.com/authid/detail.uri?authorId=15770181100,provisional_query_candidates
3041,2190,15821307700,Subotić J.,1,1,0,1,0,,0.25,false,85165392011,https://www.scopus.com/authid/detail.uri?authorId=15821307700,provisional_query_candidates
3042,2190,15832385400,Krebs D.,1,0,0,1,0,,0.5,false,85019054655,https://www.scopus.com/authid/detail.uri?authorId=15832385400,provisional_query_candidates
3043,2190,15834029300,Cuéllar M.F.,1,0,1,0,0,,0.25,false,85185801635,https://www.scopus.com/authid/detail.uri?authorId=15834029300,provisional_query_candidates
3044,2190,15839360600,Gromet D.M.,1,1,0,1,0,,0.5,false,84922797383,https://www.scopus.com/authid/detail.uri?authorId=15839360600,provisional_query_candidates
3045,2190,15846309700,Little L.,1,1,1,0,0,,0.333333,false,85028344194,https://www.scopus.com/authid/detail.uri?authorId=15846309700,provisional_query_candidates
3046,2190,15847947500,Engelmann D.,1,0,1,0,0,,0.25,false,85162261815,https://www.scopus.com/authid/detail.uri?authorId=15847947500,provisional_query_candidates
3047,2190,15851581700,Padilla Rosa E.,1,1,0,1,0,,0.5,true,85114918312,https://www.scopus.com/authid/detail.uri?authorId=15851581700,provisional_query_candidates
3048,2190,15924284200,Wykowska A.,1,1,0,1,0,,0.333333,false,85217836384,https://www.scopus.com/authid/detail.uri?authorId=15924284200,provisional_query_candidates
3049,2190,15925211000,Beltrán U.,1,1,0,1,0,,0.5,false,85085348265,https://www.scopus.com/authid/detail.uri?authorId=15925211000,provisional_query_candidates
3050,2190,16021441200,Chong D.,1,0,1,0,0,,0.5,false,85059103503,https://www.scopus.com/authid/detail.uri?authorId=16021441200,provisional_query_candidates
3051,2190,16025044700,Madsen M.R.,1,1,1,0,0,,0.25,false,85119473120,https://www.scopus.com/authid/detail.uri?authorId=16025044700,provisional_query_candidates
3052,2190,16028942300,Kugler M.B.,1,0,0,1,0,,0.5,false,85160743683,https://www.scopus.com/authid/detail.uri?authorId=16028942300,provisional_query_candidates
3053,2190,16029040400,Maier J.,1,1,0,1,0,,0.333333,false,85008703755,https://www.scopus.com/authid/detail.uri?authorId=16029040400,provisional_query_candidates
3054,2190,16030269500,Deller J.,1,1,0,1,0,,0.333333,false,85043373400,https://www.scopus.com/authid/detail.uri?authorId=16030269500,provisional_query_candidates
3055,2190,16032515700,Vuolo M.,1,1,0,1,0,,0.5,false,85133677481,https://www.scopus.com/authid/detail.uri?authorId=16032515700,provisional_query_candidates
3056,2190,16033195300,Donnan J.,1,1,0,1,0,,0.2,false,85201586608,https://www.scopus.com/authid/detail.uri?authorId=16033195300,provisional_query_candidates
3057,2190,16041090000,Westerman J.W.,1,1,0,1,0,,0.5,false,85165058589,https://www.scopus.com/authid/detail.uri?authorId=16041090000,provisional_query_candidates
3058,2190,16042880900,Lawless R.M.,1,1,0,1,0,,0.333333,false,84870322491,https://www.scopus.com/authid/detail.uri?authorId=16042880900,provisional_query_candidates
3059,2190,16053519500,Mohnen A.,1,0,0,1,0,,0.5,false,85135700789,https://www.scopus.com/authid/detail.uri?authorId=16053519500,provisional_query_candidates
3060,2190,16063952700,Ha T.,1,1,1,0,0,,0.333333,false,77957749138,https://www.scopus.com/authid/detail.uri?authorId=16063952700,provisional_query_candidates
3061,2190,16064384100,Masuoka N.,1,0,1,0,0,,0.333333,true,85120605328,https://www.scopus.com/authid/detail.uri?authorId=16064384100,provisional_query_candidates
3062,2190,16066560800,Abramitzky R.,1,0,1,0,0,,0.2,false,105035818108,https://www.scopus.com/authid/detail.uri?authorId=16066560800,provisional_query_candidates
3063,2190,16068473100,Gutiérrez-Romero R.,1,1,1,0,0,,0.5,false,85077724989,https://www.scopus.com/authid/detail.uri?authorId=16068473100,provisional_query_candidates
3064,2190,16068965800,Murakami M.H.,1,0,0,1,0,,0.5,true,84943373755,https://www.scopus.com/authid/detail.uri?authorId=16068965800,provisional_query_candidates
3065,2190,16068993600,Orom H.,1,1,0,1,0,,0.25,false,85059193550,https://www.scopus.com/authid/detail.uri?authorId=16068993600,provisional_query_candidates
3066,2190,16069557100,Randma-Liiv T.,1,0,0,1,0,,0.2,false,105029863627,https://www.scopus.com/authid/detail.uri?authorId=16069557100,provisional_query_candidates
3067,2190,16073221600,O’Connor R.E.,1,0,0,1,0,,0.25,false,85096019097,https://www.scopus.com/authid/detail.uri?authorId=16073221600,provisional_query_candidates
3068,2190,16176491400,Tocchioni V.,1,1,0,1,0,,0.333333,false,105041563414,https://www.scopus.com/authid/detail.uri?authorId=16176491400,provisional_query_candidates
3069,2190,16177918700,Matthes J.,1,0,0,1,0,,0.5,false,85107798955,https://www.scopus.com/authid/detail.uri?authorId=16177918700,provisional_query_candidates
3070,2190,16203244800,Hultman L.,1,0,0,1,0,,0.5,false,85179497642,https://www.scopus.com/authid/detail.uri?authorId=16203244800,provisional_query_candidates
3071,2190,16229855600,Ebinger F.,1,1,0,1,0,,0.2,false,85129214191,https://www.scopus.com/authid/detail.uri?authorId=16229855600,provisional_query_candidates
3072,2190,16230182600,Drezner N.D.,1,0,1,1,0,,1.0,false,85052053783,https://www.scopus.com/authid/detail.uri?authorId=16230182600,provisional_query_candidates
3073,2190,16230565200,Liese A.,1,0,0,1,0,,0.5,false,85100999454,https://www.scopus.com/authid/detail.uri?authorId=16230565200,provisional_query_candidates
3074,2190,16230708000,Kim M.C.,1,0,1,0,0,,0.5,false,85198701005,https://www.scopus.com/authid/detail.uri?authorId=16230708000,provisional_query_candidates
3075,2190,16231387800,Schnapp K.U.,1,1,0,1,0,,0.25,false,105029879838,https://www.scopus.com/authid/detail.uri?authorId=16231387800,provisional_query_candidates
3076,2190,16231901200,VanderLaan D.P.,1,1,0,1,0,,0.166667,false,85095714343,https://www.scopus.com/authid/detail.uri?authorId=16231901200,provisional_query_candidates
3077,2190,16232292000,Cruces G.,1,0,1,0,0,,0.333333,false,84873128908,https://www.scopus.com/authid/detail.uri?authorId=16232292000,provisional_query_candidates
3078,2190,16232567500,Berlinski S.,1,1,1,0,0,,0.5,false,84948715386,https://www.scopus.com/authid/detail.uri?authorId=16232567500,provisional_query_candidates
3079,2190,16232734900,Evans E.,1,0,0,1,0,,0.5,false,85202482163,https://www.scopus.com/authid/detail.uri?authorId=16232734900,provisional_query_candidates
3080,2190,16239451700,Kretschmer T.,1,1,0,1,0,,0.25,false,85161428734,https://www.scopus.com/authid/detail.uri?authorId=16239451700,provisional_query_candidates
3081,2190,16239468700,Merolla J.L.,1,1,0,1,0,,0.333333,true,85141617196,https://www.scopus.com/authid/detail.uri?authorId=16239468700,provisional_query_candidates
3082,2190,16242032800,Muehlan H.,1,1,0,1,0,,0.25,false,85022219255,https://www.scopus.com/authid/detail.uri?authorId=16242032800,provisional_query_candidates
3083,2190,16302348500,Veenstra A.S.,1,1,1,0,0,,0.2,false,84955245459,https://www.scopus.com/authid/detail.uri?authorId=16302348500,provisional_query_candidates
3084,2190,16303899400,Garry J.,1,0,1,0,0,,0.333333,false,85097599267,https://www.scopus.com/authid/detail.uri?authorId=16303899400,provisional_query_candidates
3085,2190,16304403400,Ibanez L.,1,0,0,1,0,,0.333333,false,85118476787,https://www.scopus.com/authid/detail.uri?authorId=16304403400,provisional_query_candidates
3086,2190,16306005200,Wand J.,1,0,0,1,0,,0.333333,false,84864054000,https://www.scopus.com/authid/detail.uri?authorId=16306005200,provisional_query_candidates
3087,2190,16308734900,Bandelow N.C.,1,0,0,1,0,,0.5,false,85193636317,https://www.scopus.com/authid/detail.uri?authorId=16308734900,provisional_query_candidates
3088,2190,16308749300,Baier D.,1,1,0,1,0,,0.5,false,84943451796,https://www.scopus.com/authid/detail.uri?authorId=16308749300,provisional_query_candidates
3089,2190,16310103300,Kupatadze A.,1,0,1,0,0,,0.5,false,85068387044,https://www.scopus.com/authid/detail.uri?authorId=16310103300,provisional_query_candidates
3090,2190,16310956900,Wengström E.,1,0,0,1,0,,0.25,false,85115417674,https://www.scopus.com/authid/detail.uri?authorId=16310956900,provisional_query_candidates
3091,2190,16310977700,Zeisberger S.,1,0,0,1,0,,0.5,false,85076219029,https://www.scopus.com/authid/detail.uri?authorId=16310977700,provisional_query_candidates
3092,2190,16314931900,Burkhalter S.,1,1,0,1,0,,0.142857,false,85165893967,https://www.scopus.com/authid/detail.uri?authorId=16314931900,provisional_query_candidates
3093,2190,16317365300,Schneider C.J.,1,0,1,1,0,,1.0,false,85066249265,https://www.scopus.com/authid/detail.uri?authorId=16317365300,provisional_query_candidates
3094,2190,16401687700,Faravelli M.,1,0,1,0,0,,0.333333,false,105038196820,https://www.scopus.com/authid/detail.uri?authorId=16401687700,provisional_query_candidates
3095,2190,16401839500,Li N.,1,0,0,1,1,Amazon Mechanical Turk,0.2,false,85161927637,https://www.scopus.com/authid/detail.uri?authorId=16401839500,provisional_query_candidates
3096,2190,16432120900,Whiting S.H.,1,1,1,0,0,,0.5,false,85090018056,https://www.scopus.com/authid/detail.uri?authorId=16432120900,provisional_query_candidates
3097,2190,16432877500,Lytsy P.,1,0,0,1,0,,0.25,false,84997354281,https://www.scopus.com/authid/detail.uri?authorId=16432877500,provisional_query_candidates
3098,2190,16444659800,Veflen N.,1,0,0,1,0,,0.25,false,85124192504,https://www.scopus.com/authid/detail.uri?authorId=16444659800,provisional_query_candidates
3099,2190,16460276300,Rasch B.E.,1,0,0,1,0,,0.333333,false,84909584138,https://www.scopus.com/authid/detail.uri?authorId=16460276300,provisional_query_candidates
3100,2190,16475186000,Ullrich J.,1,1,0,1,0,,0.25,false,85124911908,https://www.scopus.com/authid/detail.uri?authorId=16475186000,provisional_query_candidates
3101,2190,16480038800,Bisel R.S.,1,1,0,1,0,,0.25,false,85132601362,https://www.scopus.com/authid/detail.uri?authorId=16480038800,provisional_query_candidates
3102,2190,16485023600,Persson M.,1,0,0,1,0,,0.333333,false,85018392116,https://www.scopus.com/authid/detail.uri?authorId=16485023600,provisional_query_candidates
3103,2190,16505908400,Buskirk T.D.,1,0,0,1,0,,0.5,false,85122325888,https://www.scopus.com/authid/detail.uri?authorId=16505908400,provisional_query_candidates
3104,2190,16551797700,Beraldo S.,1,0,1,0,0,,0.5,false,105002231965,https://www.scopus.com/authid/detail.uri?authorId=16551797700,provisional_query_candidates
3105,2190,16641852600,Cao X.,1,0,0,1,0,,0.333333,false,85136257043,https://www.scopus.com/authid/detail.uri?authorId=16641852600,provisional_query_candidates
3106,2190,16642142700,Acquisti A.,1,0,0,1,0,,0.333333,false,85034437185,https://www.scopus.com/authid/detail.uri?authorId=16642142700,provisional_query_candidates
3107,2190,16643511200,Moon M.J.,1,1,1,0,0,,0.25,false,85085041996,https://www.scopus.com/authid/detail.uri?authorId=16643511200,provisional_query_candidates
3108,2190,16643916900,Ovodenko A.,1,0,0,1,0,,0.5,false,85067929736,https://www.scopus.com/authid/detail.uri?authorId=16643916900,provisional_query_candidates
3109,2190,16644431500,Zhang Z.,1,0,1,0,0,,0.166667,false,85124870250,https://www.scopus.com/authid/detail.uri?authorId=16644431500,provisional_query_candidates
3110,2190,16644785300,Camus O.,1,1,0,1,0,,0.25,false,85077050163,https://www.scopus.com/authid/detail.uri?authorId=16644785300,provisional_query_candidates
3111,2190,16644851200,Coppola V.,1,1,1,0,0,,0.25,false,85077050163,https://www.scopus.com/authid/detail.uri?authorId=16644851200,provisional_query_candidates
3112,2190,16647969400,Thórisdóttir H.,1,0,0,1,0,,0.25,false,105004049901,https://www.scopus.com/authid/detail.uri?authorId=16647969400,provisional_query_candidates
3113,2190,16679815600,Ramakrishnan S.K.,1,0,0,1,0,,0.166667,false,85079694710,https://www.scopus.com/authid/detail.uri?authorId=16679815600,provisional_query_candidates
3114,2190,16744097100,Krouwel A.,1,0,0,1,0,,0.25,false,105029640625,https://www.scopus.com/authid/detail.uri?authorId=16744097100,provisional_query_candidates
3115,2190,16836222200,Galárraga O.,1,0,1,0,0,,0.2,false,84898599463,https://www.scopus.com/authid/detail.uri?authorId=16836222200,provisional_query_candidates
3116,2190,17233594100,Gallemore C.,1,0,1,0,0,,0.333333,false,85120629976,https://www.scopus.com/authid/detail.uri?authorId=17233594100,provisional_query_candidates
3117,2190,17343236100,Gold V.,1,0,0,1,1,Prolific,0.25,false,85159772013,https://www.scopus.com/authid/detail.uri?authorId=17343236100,provisional_query_candidates
3118,2190,17345475400,Jones B.,1,0,0,1,0,,0.5,false,105041077972,https://www.scopus.com/authid/detail.uri?authorId=17345475400,provisional_query_candidates
3119,2190,17347522000,Struck O.,1,1,0,1,0,,0.25,false,85120652344,https://www.scopus.com/authid/detail.uri?authorId=17347522000,provisional_query_candidates
3120,2190,17433368500,Brenner M.,1,1,0,1,0,,0.111111,false,85134493142,https://www.scopus.com/authid/detail.uri?authorId=17433368500,provisional_query_candidates
3121,2190,17434294500,Hassan L.M.,1,0,0,1,0,,0.25,false,85137427467,https://www.scopus.com/authid/detail.uri?authorId=17434294500,provisional_query_candidates
3122,2190,17435879200,Sommerer T.,1,0,1,0,0,,0.5,false,105022218358,https://www.scopus.com/authid/detail.uri?authorId=17435879200,provisional_query_candidates
3123,2190,17435964500,Vernby K.,1,1,0,1,0,,0.333333,false,85182915773,https://www.scopus.com/authid/detail.uri?authorId=17435964500,provisional_query_candidates
3124,2190,17436345600,Todorova G.,1,1,1,0,0,,0.333333,false,85117938231,https://www.scopus.com/authid/detail.uri?authorId=17436345600,provisional_query_candidates
3125,2190,17636214600,Savulescu J.,1,1,0,1,0,,0.25,false,85064763956,https://www.scopus.com/authid/detail.uri?authorId=17636214600,provisional_query_candidates
3126,2190,18036615100,Blaya C.,1,0,0,1,0,,0.125,false,85175722199,https://www.scopus.com/authid/detail.uri?authorId=18036615100,provisional_query_candidates
3127,2190,18036789400,Carpenter C.,1,0,0,1,0,,0.5,false,85058890892,https://www.scopus.com/authid/detail.uri?authorId=18036789400,provisional_query_candidates
3128,2190,18036937600,Ihlen Ø.,1,1,1,0,0,,0.333333,false,85186880270,https://www.scopus.com/authid/detail.uri?authorId=18036937600,provisional_query_candidates
